RID,VERSION,IP,DURATION,AgeBracket,Postcode,Ethnicity,MeanExpectedCurrent,MeanExpectedFuture,Variance,MeanExpectedBest,MeanExpectedWorst,WaterBills,BidLevelFrequency,bid,CV_WaterBills,CV_CouncilTax,block,design_offset,Q16_ClimateCurrentEnvironment,Q16_ClimateCurrentSelf,Q16_MicroplasticsCurrentEnvironment,Q16_MicroplasticsCurrentSelf,Q16_MicroplasticsTen,Q16_MicroplasticsTwentyFive,Q16_MicroplasticsFifty,Q17_PandemicEnvironment,Q17_PandemicMicroplastics,Coronavirus,Charity,Consequentiality,Education,Income,Understanding,participant_id,Gender,CV,Bid,Order,Income_Annual,Variance_StatedConfidenceLevel,Variance_ConfidenceAsSD,Variance_ConfidenceAsVariance,Variance_IndividualLevel,Mean_Change,MeanExpectedCurrent_Scaled,MeanExpectedFuture_Scaled,Mean_MinusLowerBound,Mean_PlusUpperBound,MeanExpectedFuture_SampleMean,Q16_Comparison,LogBidIncome,VarianceLowerBound,VarianceUpperBound,Uncertainty,MEF,MEC,var.cameron,PaymentVehicle_Dummy,Education_HigherEd,Gender_Female,Gender_Dummy,EthnicityDummy,Task,Choice,av_A,av_B,av_C,ID,Respondent,Performance_A,Emission_A,Price_A,Performance_B,Emission_B,Price_B,Performance_C,Emission_C,Price_C,AgeDummy,AdjustedMEC,VarianceChange
37,3,Anonymised,302.42,2,Anonymised,1,3,3,2,4,4,300,5,£30.00,1,0,1,0,10,6,10,6,11,11,11,4,3,1,0,1,5,2750,10,37,1,1,30,0,33000,2,0.5,0.25,1,6,8,8,1,5,2.55676657584015,0,-0.0009095043828405,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0,2,2,1,1,1,58,15,0,0,0,10,40,5,50,10,0.5,0,0.7999700029997,2
37,3,Anonymised,302.42,2,Anonymised,1,3,3,2,4,4,300,5,£30.00,1,0,1,0,10,6,10,6,11,11,11,4,3,1,0,1,5,2750,10,37,1,1,30,0,33000,2,0.5,0.25,1,6,8,8,1,5,2.55676657584015,0,-0.0009095043828405,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0,3,1,1,1,1,59,15,0,0,0,50,40,1,5,10,0.5,0,0.7999700029997,2
37,3,Anonymised,302.42,2,Anonymised,1,3,3,2,4,4,300,5,£30.00,1,0,1,0,10,6,10,6,11,11,11,4,3,1,0,1,5,2750,10,37,1,1,30,0,33000,2,0.5,0.25,1,6,8,8,1,5,2.55676657584015,0,-0.0009095043828405,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0,4,2,1,1,1,60,15,0,0,0,10,10,0.5,50,40,1,0,0.7999700029997,2
49,3,Anonymised,293.828,1,Anonymised,1,-3,-1,2,-1,0,0,8,£60.00,0,2,1,0,4,2,1,1,3,3,4,3,3,1,0,0,5,2500,10,49,0,0,60,0,30000,2,0.5,0.25,0.5,-4,2,4,-3,1,2.55676657584015,1,-0.00200200267067308,0,-2,1,0.4000199960008,0.2000599880024,0.25,0,1,Male,1,0,1,1,1,1,1,61,16,0,0,0,5,10,1,10,90,2.5,0,0.3000199980002,2
49,3,Anonymised,293.828,1,Anonymised,1,-3,-1,2,-1,0,0,8,£60.00,0,2,1,0,4,2,1,1,3,3,4,3,3,1,0,0,5,2500,10,49,0,0,60,0,30000,2,0.5,0.25,0.5,-4,2,4,-3,1,2.55676657584015,1,-0.00200200267067308,0,-2,1,0.4000199960008,0.2000599880024,0.25,0,1,Male,1,0,2,1,1,1,1,62,16,0,0,0,10,40,5,50,10,0.5,0,0.3000199980002,2
49,3,Anonymised,293.828,1,Anonymised,1,-3,-1,2,-1,0,0,8,£60.00,0,2,1,0,4,2,1,1,3,3,4,3,3,1,0,0,5,2500,10,49,0,0,60,0,30000,2,0.5,0.25,0.5,-4,2,4,-3,1,2.55676657584015,1,-0.00200200267067308,0,-2,1,0.4000199960008,0.2000599880024,0.25,0,1,Male,1,0,3,1,1,1,1,63,16,0,0,0,50,40,1,5,10,0.5,0,0.3000199980002,2
49,3,Anonymised,293.828,1,Anonymised,1,-3,-1,2,-1,0,0,8,£60.00,0,2,1,0,4,2,1,1,3,3,4,3,3,1,0,0,5,2500,10,49,0,0,60,0,30000,2,0.5,0.25,0.5,-4,2,4,-3,1,2.55676657584015,1,-0.00200200267067308,0,-2,1,0.4000199960008,0.2000599880024,0.25,0,1,Male,1,0,4,1,1,1,1,64,16,0,0,0,10,10,0.5,50,40,1,0,0.3000199980002,2
21,3,Anonymised,358.892,1,Anonymised,1,1,1,4,1,2,600,9,£70.00,2,0,1,0,9,7,8,6,9,9,10,4,3,0,0,1,4,5000,7,21,0,0,70,0,60000,4,2.5,6.25,0.5,2,6,6,-3,5,2.55676657584015,1,-0.00116734775200678,6,-4,5,0.5999800039992,0.5999800039992,6.25,1,0,Male,1,0,1,1,1,1,1,65,17,0,0,0,5,10,1,10,90,2.5,0,0.5999900009999,10
21,3,Anonymised,358.892,1,Anonymised,1,1,1,4,1,2,600,9,£70.00,2,0,1,0,9,7,8,6,9,9,10,4,3,0,0,1,4,5000,7,21,0,0,70,0,60000,4,2.5,6.25,0.5,2,6,6,-3,5,2.55676657584015,1,-0.00116734775200678,6,-4,5,0.5999800039992,0.5999800039992,6.25,1,0,Male,1,0,2,1,1,1,1,66,17,0,0,0,10,40,5,50,10,0.5,0,0.5999900009999,10
21,3,Anonymised,358.892,1,Anonymised,1,1,1,4,1,2,600,9,£70.00,2,0,1,0,9,7,8,6,9,9,10,4,3,0,0,1,4,5000,7,21,0,0,70,0,60000,4,2.5,6.25,0.5,2,6,6,-3,5,2.55676657584015,1,-0.00116734775200678,6,-4,5,0.5999800039992,0.5999800039992,6.25,1,0,Male,1,0,3,3,1,1,1,67,17,0,0,0,50,40,1,5,10,0.5,0,0.5999900009999,10
21,3,Anonymised,358.892,1,Anonymised,1,1,1,4,1,2,600,9,£70.00,2,0,1,0,9,7,8,6,9,9,10,4,3,0,0,1,4,5000,7,21,0,0,70,0,60000,4,2.5,6.25,0.5,2,6,6,-3,5,2.55676657584015,1,-0.00116734775200678,6,-4,5,0.5999800039992,0.5999800039992,6.25,1,0,Male,1,0,4,3,1,1,1,68,17,0,0,0,10,10,0.5,50,40,1,0,0.5999900009999,10
40,3,Anonymised,324.522,2,Anonymised,4,1,0,1,0,-1,400,7,£50.00,1,0,2,4,7,7,7,7,8,8,8,4,3,1,1,0,5,2250,7,40,1,1,50,0,27000,1,0,0,0.5,1,6,5,-1,1,2.55676657584015,0,-0.00185356864932294,0,0,0,0.5,0.5999800039992,0,1,1,Female,0,1,1,1,1,1,1,69,18,0,0,0,50,10,1,5,40,5,0,0.54999500049995,0
40,3,Anonymised,324.522,2,Anonymised,4,1,0,1,0,-1,400,7,£50.00,1,0,2,4,7,7,7,7,8,8,8,4,3,1,1,0,5,2250,7,40,1,1,50,0,27000,1,0,0,0.5,1,6,5,-1,1,2.55676657584015,0,-0.00185356864932294,0,0,0,0.5,0.5999800039992,0,1,1,Female,0,1,2,2,1,1,1,70,18,0,0,0,5,90,2.5,10,10,0.5,0,0.54999500049995,0
40,3,Anonymised,324.522,2,Anonymised,4,1,0,1,0,-1,400,7,£50.00,1,0,2,4,7,7,7,7,8,8,8,4,3,1,1,0,5,2250,7,40,1,1,50,0,27000,1,0,0,0.5,1,6,5,-1,1,2.55676657584015,0,-0.00185356864932294,0,0,0,0.5,0.5999800039992,0,1,1,Female,0,1,3,1,1,1,1,71,18,0,0,0,50,90,2.5,5,40,1,0,0.54999500049995,0
40,3,Anonymised,324.522,2,Anonymised,4,1,0,1,0,-1,400,7,£50.00,1,0,2,4,7,7,7,7,8,8,8,4,3,1,1,0,5,2250,7,40,1,1,50,0,27000,1,0,0,0.5,1,6,5,-1,1,2.55676657584015,0,-0.00185356864932294,0,0,0,0.5,0.5999800039992,0,1,1,Female,0,1,4,1,1,1,1,72,18,0,0,0,50,40,2.5,10,90,5,0,0.54999500049995,0
10,3,Anonymised,484.501,1,Anonymised,3,-4,2,2,2,2,800,3,£10.00,2,0,2,4,7,2,2,1,7,7,7,4,3,0,1,1,5,1250,10,10,1,0,10,0,15000,2,0.5,0.25,0,-2,1,7,0,4,2.55676657584015,1,-0.000666888987703768,3,1,1,0.6999600079984,0.100079984003199,0.25,1,1,Female,0,1,1,1,1,1,1,73,19,0,0,0,50,10,1,5,40,5,0,0.4000099990001,2
10,3,Anonymised,484.501,1,Anonymised,3,-4,2,2,2,2,800,3,£10.00,2,0,2,4,7,2,2,1,7,7,7,4,3,0,1,1,5,1250,10,10,1,0,10,0,15000,2,0.5,0.25,0,-2,1,7,0,4,2.55676657584015,1,-0.000666888987703768,3,1,1,0.6999600079984,0.100079984003199,0.25,1,1,Female,0,1,2,3,1,1,1,74,19,0,0,0,5,90,2.5,10,10,0.5,0,0.4000099990001,2
10,3,Anonymised,484.501,1,Anonymised,3,-4,2,2,2,2,800,3,£10.00,2,0,2,4,7,2,2,1,7,7,7,4,3,0,1,1,5,1250,10,10,1,0,10,0,15000,2,0.5,0.25,0,-2,1,7,0,4,2.55676657584015,1,-0.000666888987703768,3,1,1,0.6999600079984,0.100079984003199,0.25,1,1,Female,0,1,3,3,1,1,1,75,19,0,0,0,50,90,2.5,5,40,1,0,0.4000099990001,2
10,3,Anonymised,484.501,1,Anonymised,3,-4,2,2,2,2,800,3,£10.00,2,0,2,4,7,2,2,1,7,7,7,4,3,0,1,1,5,1250,10,10,1,0,10,0,15000,2,0.5,0.25,0,-2,1,7,0,4,2.55676657584015,1,-0.000666888987703768,3,1,1,0.6999600079984,0.100079984003199,0.25,1,1,Female,0,1,4,1,1,1,1,76,19,0,0,0,50,40,2.5,10,90,5,0,0.4000099990001,2
46,3,Anonymised,351.475,1,Anonymised,1,2,2,3,2,2,200,9,£70.00,2,0,1,0,8,7,8,8,8,8,9,2,3,0,0,0,5,750,5,46,0,0,70,0,9000,3,1.5,2.25,0,4,7,7,-1,5,2.55676657584015,-1,-0.0078081824478117,5,-1,3,0.6999600079984,0.6999600079984,2.25,1,1,Male,1,0,1,3,1,1,1,77,20,0,0,0,5,10,1,10,90,2.5,0,0.6999800019998,6
46,3,Anonymised,351.475,1,Anonymised,1,2,2,3,2,2,200,9,£70.00,2,0,1,0,8,7,8,8,8,8,9,2,3,0,0,0,5,750,5,46,0,0,70,0,9000,3,1.5,2.25,0,4,7,7,-1,5,2.55676657584015,-1,-0.0078081824478117,5,-1,3,0.6999600079984,0.6999600079984,2.25,1,1,Male,1,0,2,1,1,1,1,78,20,0,0,0,10,40,5,50,10,0.5,0,0.6999800019998,6
46,3,Anonymised,351.475,1,Anonymised,1,2,2,3,2,2,200,9,£70.00,2,0,1,0,8,7,8,8,8,8,9,2,3,0,0,0,5,750,5,46,0,0,70,0,9000,3,1.5,2.25,0,4,7,7,-1,5,2.55676657584015,-1,-0.0078081824478117,5,-1,3,0.6999600079984,0.6999600079984,2.25,1,1,Male,1,0,3,1,1,1,1,79,20,0,0,0,50,40,1,5,10,0.5,0,0.6999800019998,6
46,3,Anonymised,351.475,1,Anonymised,1,2,2,3,2,2,200,9,£70.00,2,0,1,0,8,7,8,8,8,8,9,2,3,0,0,0,5,750,5,46,0,0,70,0,9000,3,1.5,2.25,0,4,7,7,-1,5,2.55676657584015,-1,-0.0078081824478117,5,-1,3,0.6999600079984,0.6999600079984,2.25,1,1,Male,1,0,4,1,1,1,1,80,20,0,0,0,10,10,0.5,50,40,1,0,0.6999800019998,6
59,3,Anonymised,318.927,3,Anonymised,1,3,2,3,3,5,300,8,£60.00,1,0,1,0,9,8,10,8,11,11,11,4,4,1,1,1,5,2250,10,59,1,1,60,0,27000,3,1.5,2.25,5,5,8,7,-1,5,2.55676657584015,0,-0.00222469502211116,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Female,0,0,1,2,1,1,1,81,21,0,0,0,5,10,1,10,90,2.5,1,0.74997500249975,6
59,3,Anonymised,318.927,3,Anonymised,1,3,2,3,3,5,300,8,£60.00,1,0,1,0,9,8,10,8,11,11,11,4,4,1,1,1,5,2250,10,59,1,1,60,0,27000,3,1.5,2.25,5,5,8,7,-1,5,2.55676657584015,0,-0.00222469502211116,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Female,0,0,2,3,1,1,1,82,21,0,0,0,10,40,5,50,10,0.5,1,0.74997500249975,6
59,3,Anonymised,318.927,3,Anonymised,1,3,2,3,3,5,300,8,£60.00,1,0,1,0,9,8,10,8,11,11,11,4,4,1,1,1,5,2250,10,59,1,1,60,0,27000,3,1.5,2.25,5,5,8,7,-1,5,2.55676657584015,0,-0.00222469502211116,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Female,0,0,3,2,1,1,1,83,21,0,0,0,50,40,1,5,10,0.5,1,0.74997500249975,6
59,3,Anonymised,318.927,3,Anonymised,1,3,2,3,3,5,300,8,£60.00,1,0,1,0,9,8,10,8,11,11,11,4,4,1,1,1,5,2250,10,59,1,1,60,0,27000,3,1.5,2.25,5,5,8,7,-1,5,2.55676657584015,0,-0.00222469502211116,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Female,0,0,4,3,1,1,1,84,21,0,0,0,10,10,0.5,50,40,1,1,0.74997500249975,6
77,3,Anonymised,170.202,1,Anonymised,3,5,3,2,5,5,300,2,£5.00,1,0,2,4,11,9,11,11,11,11,11,5,3,0,1,1,4,2250,10,77,0,1,5,0,27000,2,0.5,0.25,4,8,10,8,1,5,2.55676657584015,-2,-0.000185202334078763,4,2,1,0.799940011997601,0.999900019996001,0.25,1,0,Male,1,1,1,3,1,1,1,85,22,0,0,0,50,10,1,5,40,5,0,0.8999600039996,2
77,3,Anonymised,170.202,1,Anonymised,3,5,3,2,5,5,300,2,£5.00,1,0,2,4,11,9,11,11,11,11,11,5,3,0,1,1,4,2250,10,77,0,1,5,0,27000,2,0.5,0.25,4,8,10,8,1,5,2.55676657584015,-2,-0.000185202334078763,4,2,1,0.799940011997601,0.999900019996001,0.25,1,0,Male,1,1,2,2,1,1,1,86,22,0,0,0,5,90,2.5,10,10,0.5,0,0.8999600039996,2
77,3,Anonymised,170.202,1,Anonymised,3,5,3,2,5,5,300,2,£5.00,1,0,2,4,11,9,11,11,11,11,11,5,3,0,1,1,4,2250,10,77,0,1,5,0,27000,2,0.5,0.25,4,8,10,8,1,5,2.55676657584015,-2,-0.000185202334078763,4,2,1,0.799940011997601,0.999900019996001,0.25,1,0,Male,1,1,3,3,1,1,1,87,22,0,0,0,50,90,2.5,5,40,1,0,0.8999600039996,2
77,3,Anonymised,170.202,1,Anonymised,3,5,3,2,5,5,300,2,£5.00,1,0,2,4,11,9,11,11,11,11,11,5,3,0,1,1,4,2250,10,77,0,1,5,0,27000,2,0.5,0.25,4,8,10,8,1,5,2.55676657584015,-2,-0.000185202334078763,4,2,1,0.799940011997601,0.999900019996001,0.25,1,0,Male,1,1,4,3,1,1,1,88,22,0,0,0,50,40,2.5,10,90,5,0,0.8999600039996,2
48,3,Anonymised,353.361,1,Anonymised,1,3,2,2,-3,5,500,7,£50.00,1,0,2,4,11,7,11,6,9,10,11,4,3,0,0,0,4,2250,10,48,0,1,50,0,27000,2,0.5,0.25,17,5,8,7,0,4,2.55676657584015,1,-0.00185356864932294,3,1,1,0.6999600079984,0.799940011997601,0.25,1,0,Male,1,0,1,3,1,1,1,89,23,0,0,0,50,10,1,5,40,5,0,0.74997500249975,2
48,3,Anonymised,353.361,1,Anonymised,1,3,2,2,-3,5,500,7,£50.00,1,0,2,4,11,7,11,6,9,10,11,4,3,0,0,0,4,2250,10,48,0,1,50,0,27000,2,0.5,0.25,17,5,8,7,0,4,2.55676657584015,1,-0.00185356864932294,3,1,1,0.6999600079984,0.799940011997601,0.25,1,0,Male,1,0,2,2,1,1,1,90,23,0,0,0,5,90,2.5,10,10,0.5,0,0.74997500249975,2
48,3,Anonymised,353.361,1,Anonymised,1,3,2,2,-3,5,500,7,£50.00,1,0,2,4,11,7,11,6,9,10,11,4,3,0,0,0,4,2250,10,48,0,1,50,0,27000,2,0.5,0.25,17,5,8,7,0,4,2.55676657584015,1,-0.00185356864932294,3,1,1,0.6999600079984,0.799940011997601,0.25,1,0,Male,1,0,3,3,1,1,1,91,23,0,0,0,50,90,2.5,5,40,1,0,0.74997500249975,2
48,3,Anonymised,353.361,1,Anonymised,1,3,2,2,-3,5,500,7,£50.00,1,0,2,4,11,7,11,6,9,10,11,4,3,0,0,0,4,2250,10,48,0,1,50,0,27000,2,0.5,0.25,17,5,8,7,0,4,2.55676657584015,1,-0.00185356864932294,3,1,1,0.6999600079984,0.799940011997601,0.25,1,0,Male,1,0,4,3,1,1,1,92,23,0,0,0,50,40,2.5,10,90,5,0,0.74997500249975,2
35,3,Anonymised,372.395,1,Anonymised,1,3,-4,2,-1,-1,400,1,£1.00,1,0,1,0,11,8,9,11,11,11,11,5,3,1,0,1,5,250,10,35,0,1,1,0,3000,2,0.5,0.25,9,-1,8,1,-6,-2,2.55676657584015,-3,-0.000333388901237618,-3,-5,1,0.100079984003199,0.799940011997601,0.25,1,1,Male,1,0,1,3,1,1,1,93,24,0,0,0,5,10,1,10,90,2.5,0,0.45000499950005,2
35,3,Anonymised,372.395,1,Anonymised,1,3,-4,2,-1,-1,400,1,£1.00,1,0,1,0,11,8,9,11,11,11,11,5,3,1,0,1,5,250,10,35,0,1,1,0,3000,2,0.5,0.25,9,-1,8,1,-6,-2,2.55676657584015,-3,-0.000333388901237618,-3,-5,1,0.100079984003199,0.799940011997601,0.25,1,1,Male,1,0,2,2,1,1,1,94,24,0,0,0,10,40,5,50,10,0.5,0,0.45000499950005,2
35,3,Anonymised,372.395,1,Anonymised,1,3,-4,2,-1,-1,400,1,£1.00,1,0,1,0,11,8,9,11,11,11,11,5,3,1,0,1,5,250,10,35,0,1,1,0,3000,2,0.5,0.25,9,-1,8,1,-6,-2,2.55676657584015,-3,-0.000333388901237618,-3,-5,1,0.100079984003199,0.799940011997601,0.25,1,1,Male,1,0,3,2,1,1,1,95,24,0,0,0,50,40,1,5,10,0.5,0,0.45000499950005,2
35,3,Anonymised,372.395,1,Anonymised,1,3,-4,2,-1,-1,400,1,£1.00,1,0,1,0,11,8,9,11,11,11,11,5,3,1,0,1,5,250,10,35,0,1,1,0,3000,2,0.5,0.25,9,-1,8,1,-6,-2,2.55676657584015,-3,-0.000333388901237618,-3,-5,1,0.100079984003199,0.799940011997601,0.25,1,1,Male,1,0,4,3,1,1,1,96,24,0,0,0,10,10,0.5,50,40,1,0,0.45000499950005,2
68,3,Anonymised,283.621,1,Anonymised,1,3,2,2,1,5,700,7,£50.00,1,0,1,0,10,7,10,7,10,11,11,3,3,1,1,0,5,2500,10,68,1,1,50,0,30000,2,0.5,0.25,5,5,8,7,0,4,2.55676657584015,0,-0.00166805710069706,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Female,0,0,1,3,1,1,1,97,25,0,0,0,5,10,1,10,90,2.5,0,0.74997500249975,2
68,3,Anonymised,283.621,1,Anonymised,1,3,2,2,1,5,700,7,£50.00,1,0,1,0,10,7,10,7,10,11,11,3,3,1,1,0,5,2500,10,68,1,1,50,0,30000,2,0.5,0.25,5,5,8,7,0,4,2.55676657584015,0,-0.00166805710069706,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Female,0,0,2,2,1,1,1,98,25,0,0,0,10,40,5,50,10,0.5,0,0.74997500249975,2
68,3,Anonymised,283.621,1,Anonymised,1,3,2,2,1,5,700,7,£50.00,1,0,1,0,10,7,10,7,10,11,11,3,3,1,1,0,5,2500,10,68,1,1,50,0,30000,2,0.5,0.25,5,5,8,7,0,4,2.55676657584015,0,-0.00166805710069706,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Female,0,0,3,3,1,1,1,99,25,0,0,0,50,40,1,5,10,0.5,0,0.74997500249975,2
68,3,Anonymised,283.621,1,Anonymised,1,3,2,2,1,5,700,7,£50.00,1,0,1,0,10,7,10,7,10,11,11,3,3,1,1,0,5,2500,10,68,1,1,50,0,30000,2,0.5,0.25,5,5,8,7,0,4,2.55676657584015,0,-0.00166805710069706,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Female,0,0,4,3,1,1,1,100,25,0,0,0,10,10,0.5,50,40,1,0,0.74997500249975,2
50,3,Anonymised,365.414,1,Anonymised,1,2,1,3,1,2,300,2,£5.00,1,0,2,4,11,7,11,8,8,9,9,3,3,1,1,0,5,1750,9,50,0,1,5,0,21000,3,1.5,2.25,0.5,3,7,6,-2,4,2.55676657584015,-1,-0.000238123587266419,4,-2,3,0.5999800039992,0.6999600079984,2.25,1,1,Male,1,0,1,3,1,1,1,101,26,0,0,0,50,10,1,5,40,5,0,0.64998500149985,6
50,3,Anonymised,365.414,1,Anonymised,1,2,1,3,1,2,300,2,£5.00,1,0,2,4,11,7,11,8,8,9,9,3,3,1,1,0,5,1750,9,50,0,1,5,0,21000,3,1.5,2.25,0.5,3,7,6,-2,4,2.55676657584015,-1,-0.000238123587266419,4,-2,3,0.5999800039992,0.6999600079984,2.25,1,1,Male,1,0,2,2,1,1,1,102,26,0,0,0,5,90,2.5,10,10,0.5,0,0.64998500149985,6
50,3,Anonymised,365.414,1,Anonymised,1,2,1,3,1,2,300,2,£5.00,1,0,2,4,11,7,11,8,8,9,9,3,3,1,1,0,5,1750,9,50,0,1,5,0,21000,3,1.5,2.25,0.5,3,7,6,-2,4,2.55676657584015,-1,-0.000238123587266419,4,-2,3,0.5999800039992,0.6999600079984,2.25,1,1,Male,1,0,3,3,1,1,1,103,26,0,0,0,50,90,2.5,5,40,1,0,0.64998500149985,6
50,3,Anonymised,365.414,1,Anonymised,1,2,1,3,1,2,300,2,£5.00,1,0,2,4,11,7,11,8,8,9,9,3,3,1,1,0,5,1750,9,50,0,1,5,0,21000,3,1.5,2.25,0.5,3,7,6,-2,4,2.55676657584015,-1,-0.000238123587266419,4,-2,3,0.5999800039992,0.6999600079984,2.25,1,1,Male,1,0,4,3,1,1,1,104,26,0,0,0,50,40,2.5,10,90,5,0,0.64998500149985,6
28,3,Anonymised,412.273,1,Anonymised,1,2,0,1,0,0,300,2,£5.00,2,0,1,0,6,4,4,4,4,4,4,3,3,0,0,0,4,2250,10,28,0,0,5,0,27000,1,0,0,0,2,7,5,-1,1,2.55676657584015,0,-0.000185202334078763,0,0,0,0.5,0.6999600079984,0,1,0,Male,1,0,1,1,1,1,1,105,27,0,0,0,5,10,1,10,90,2.5,0,0.5999900009999,0
28,3,Anonymised,412.273,1,Anonymised,1,2,0,1,0,0,300,2,£5.00,2,0,1,0,6,4,4,4,4,4,4,3,3,0,0,0,4,2250,10,28,0,0,5,0,27000,1,0,0,0,2,7,5,-1,1,2.55676657584015,0,-0.000185202334078763,0,0,0,0.5,0.6999600079984,0,1,0,Male,1,0,2,1,1,1,1,106,27,0,0,0,10,40,5,50,10,0.5,0,0.5999900009999,0
28,3,Anonymised,412.273,1,Anonymised,1,2,0,1,0,0,300,2,£5.00,2,0,1,0,6,4,4,4,4,4,4,3,3,0,0,0,4,2250,10,28,0,0,5,0,27000,1,0,0,0,2,7,5,-1,1,2.55676657584015,0,-0.000185202334078763,0,0,0,0.5,0.6999600079984,0,1,0,Male,1,0,3,1,1,1,1,107,27,0,0,0,50,40,1,5,10,0.5,0,0.5999900009999,0
28,3,Anonymised,412.273,1,Anonymised,1,2,0,1,0,0,300,2,£5.00,2,0,1,0,6,4,4,4,4,4,4,3,3,0,0,0,4,2250,10,28,0,0,5,0,27000,1,0,0,0,2,7,5,-1,1,2.55676657584015,0,-0.000185202334078763,0,0,0,0.5,0.6999600079984,0,1,0,Male,1,0,4,3,1,1,1,108,27,0,0,0,10,10,0.5,50,40,1,0,0.5999900009999,0
41,3,Anonymised,390.242,2,Anonymised,1,2,3,2,1,1,600,3,£10.00,1,0,1,0,9,7,8,7,9,10,10,3,3,1,0,1,4,2250,10,41,1,1,10,0,27000,2,0.5,0.25,4,5,7,8,1,5,2.55676657584015,0,-0.000370438974415772,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,1,1,1,1,1,109,28,0,0,0,5,10,1,10,90,2.5,0,0.74997500249975,2
41,3,Anonymised,390.242,2,Anonymised,1,2,3,2,1,1,600,3,£10.00,1,0,1,0,9,7,8,7,9,10,10,3,3,1,0,1,4,2250,10,41,1,1,10,0,27000,2,0.5,0.25,4,5,7,8,1,5,2.55676657584015,0,-0.000370438974415772,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,2,1,1,1,1,110,28,0,0,0,10,40,5,50,10,0.5,0,0.74997500249975,2
41,3,Anonymised,390.242,2,Anonymised,1,2,3,2,1,1,600,3,£10.00,1,0,1,0,9,7,8,7,9,10,10,3,3,1,0,1,4,2250,10,41,1,1,10,0,27000,2,0.5,0.25,4,5,7,8,1,5,2.55676657584015,0,-0.000370438974415772,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,3,2,1,1,1,111,28,0,0,0,50,40,1,5,10,0.5,0,0.74997500249975,2
41,3,Anonymised,390.242,2,Anonymised,1,2,3,2,1,1,600,3,£10.00,1,0,1,0,9,7,8,7,9,10,10,3,3,1,0,1,4,2250,10,41,1,1,10,0,27000,2,0.5,0.25,4,5,7,8,1,5,2.55676657584015,0,-0.000370438974415772,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,4,3,1,1,1,112,28,0,0,0,10,10,0.5,50,40,1,0,0.74997500249975,2
31,3,Anonymised,407.525,1,Anonymised,1,4,4,2,1,5,0,4,£20.00,0,1,2,4,11,10,10,10,9,10,11,5,3,0,0,1,5,1750,10,31,0,1,20,0,21000,2,0.5,0.25,5,8,9,9,2,6,2.55676657584015,0,-0.000952834755271854,5,3,1,0.899920015996801,0.899920015996801,0.25,0,1,Male,1,0,1,3,1,1,1,113,29,0,0,0,50,10,1,5,40,5,0,0.8999600039996,2
31,3,Anonymised,407.525,1,Anonymised,1,4,4,2,1,5,0,4,£20.00,0,1,2,4,11,10,10,10,9,10,11,5,3,0,0,1,5,1750,10,31,0,1,20,0,21000,2,0.5,0.25,5,8,9,9,2,6,2.55676657584015,0,-0.000952834755271854,5,3,1,0.899920015996801,0.899920015996801,0.25,0,1,Male,1,0,2,2,1,1,1,114,29,0,0,0,5,90,2.5,10,10,0.5,0,0.8999600039996,2
31,3,Anonymised,407.525,1,Anonymised,1,4,4,2,1,5,0,4,£20.00,0,1,2,4,11,10,10,10,9,10,11,5,3,0,0,1,5,1750,10,31,0,1,20,0,21000,2,0.5,0.25,5,8,9,9,2,6,2.55676657584015,0,-0.000952834755271854,5,3,1,0.899920015996801,0.899920015996801,0.25,0,1,Male,1,0,3,3,1,1,1,115,29,0,0,0,50,90,2.5,5,40,1,0,0.8999600039996,2
31,3,Anonymised,407.525,1,Anonymised,1,4,4,2,1,5,0,4,£20.00,0,1,2,4,11,10,10,10,9,10,11,5,3,0,0,1,5,1750,10,31,0,1,20,0,21000,2,0.5,0.25,5,8,9,9,2,6,2.55676657584015,0,-0.000952834755271854,5,3,1,0.899920015996801,0.899920015996801,0.25,0,1,Male,1,0,4,3,1,1,1,116,29,0,0,0,50,40,2.5,10,90,5,0,0.8999600039996,2
36,3,Anonymised,397.279,1,Anonymised,1,4,3,2,4,4,400,4,£20.00,1,0,1,0,10,8,10,9,10,10,10,4,3,1,1,1,5,4500,10,36,0,1,20,0,54000,2,0.5,0.25,1,7,9,8,1,5,2.55676657584015,-1,-0.000370438974415772,4,2,1,0.799940011997601,0.899920015996801,0.25,1,1,Male,1,0,1,3,1,1,1,117,30,0,0,0,5,10,1,10,90,2.5,0,0.84996500349965,2
