"","Task","Choice","RID","VERSION","IP","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","CV","av_A","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C","Order"
"X27.2",3,3," 24","7","9.74c.c82.0"," 696.213","1","2","OL12 0SW","1"," 3"," 3","2"," 3"," 4","1","0"," 300"," 4","20"," 1",NA," 9"," 8","10"," 8","10"," 9"," 9","3","3","1","0","0","5","1750","10"," 24","1",1,1,1,83,21,0,0,0,50,40,1,5,10,0.5,1
"X27.3",4,3," 24","7","9.74c.c82.0"," 696.213","1","2","OL12 0SW","1"," 3"," 3","2"," 3"," 4","1","0"," 300"," 4","20"," 1",NA," 9"," 8","10"," 8","10"," 9"," 9","3","3","1","0","0","5","1750","10"," 24","1",1,1,1,84,21,0,0,0,10,10,0.5,50,40,1,1
"X28",1,2," 46","7","9bb.92.26.d"," 288.615","1","3","KT2 6DW","1"," 2"," 2","2"," 2"," 3","1","0"," 600"," 9","70"," 1",NA,"10"," 9","10"," 9","11","11","11","3","3","1","0","1","5","5000","10"," 46","1",1,1,1,85,22,0,0,0,5,10,1,10,90,2.5,1
"X28.1",2,3," 46","7","9bb.92.26.d"," 288.615","1","3","KT2 6DW","1"," 2"," 2","2"," 2"," 3","1","0"," 600"," 9","70"," 1",NA,"10"," 9","10"," 9","11","11","11","3","3","1","0","1","5","5000","10"," 46","1",1,1,1,86,22,0,0,0,10,40,5,50,10,0.5,1
"X28.2",3,2," 46","7","9bb.92.26.d"," 288.615","1","3","KT2 6DW","1"," 2"," 2","2"," 2"," 3","1","0"," 600"," 9","70"," 1",NA,"10"," 9","10"," 9","11","11","11","3","3","1","0","1","5","5000","10"," 46","1",1,1,1,87,22,0,0,0,50,40,1,5,10,0.5,1
"X28.3",4,3," 46","7","9bb.92.26.d"," 288.615","1","3","KT2 6DW","1"," 2"," 2","2"," 2"," 3","1","0"," 600"," 9","70"," 1",NA,"10"," 9","10"," 9","11","11","11","3","3","1","0","1","5","5000","10"," 46","1",1,1,1,88,22,0,0,0,10,10,0.5,50,40,1,1
"X29",1,2," 53","7","9358.5.e3.c"," 206.305","1","1","B23 7eh","1"," 2"," 2","2"," 2"," 1","1","0"," 500"," 6","40"," 2",NA," 5"," 3"," 3"," 2"," 8","10","10","3","3","0","0","1","4","3500"," 9"," 53","0",1,1,1,89,23,0,0,0,5,10,1,10,90,2.5,1
"X29.1",2,3," 53","7","9358.5.e3.c"," 206.305","1","1","B23 7eh","1"," 2"," 2","2"," 2"," 1","1","0"," 500"," 6","40"," 2",NA," 5"," 3"," 3"," 2"," 8","10","10","3","3","0","0","1","4","3500"," 9"," 53","0",1,1,1,90,23,0,0,0,10,40,5,50,10,0.5,1
"X29.2",3,2," 53","7","9358.5.e3.c"," 206.305","1","1","B23 7eh","1"," 2"," 2","2"," 2"," 1","1","0"," 500"," 6","40"," 2",NA," 5"," 3"," 3"," 2"," 8","10","10","3","3","0","0","1","4","3500"," 9"," 53","0",1,1,1,91,23,0,0,0,50,40,1,5,10,0.5,1
"X29.3",4,2," 53","7","9358.5.e3.c"," 206.305","1","1","B23 7eh","1"," 2"," 2","2"," 2"," 1","1","0"," 500"," 6","40"," 2",NA," 5"," 3"," 3"," 2"," 8","10","10","3","3","0","0","1","4","3500"," 9"," 53","0",1,1,1,92,23,0,0,0,10,10,0.5,50,40,1,1
"X30",1,3," 40","7","d.e7c.484.5"," 381.384","0","2","CM1","1"," 2"," 3","2"," 3"," 2","1","0"," 800"," 3","10"," 1",NA," 3"," 3"," 3"," 4"," 5"," 4"," 4","4","2","1","0","1","5","3500"," 7"," 40","1",1,1,1,93,24,0,0,0,5,10,1,10,90,2.5,1
"X30.1",2,2," 40","7","d.e7c.484.5"," 381.384","0","2","CM1","1"," 2"," 3","2"," 3"," 2","1","0"," 800"," 3","10"," 1",NA," 3"," 3"," 3"," 4"," 5"," 4"," 4","4","2","1","0","1","5","3500"," 7"," 40","1",1,1,1,94,24,0,0,0,10,40,5,50,10,0.5,1
"X30.2",3,3," 40","7","d.e7c.484.5"," 381.384","0","2","CM1","1"," 2"," 3","2"," 3"," 2","1","0"," 800"," 3","10"," 1",NA," 3"," 3"," 3"," 4"," 5"," 4"," 4","4","2","1","0","1","5","3500"," 7"," 40","1",1,1,1,95,24,0,0,0,50,40,1,5,10,0.5,1
"X30.3",4,2," 40","7","d.e7c.484.5"," 381.384","0","2","CM1","1"," 2"," 3","2"," 3"," 2","1","0"," 800"," 3","10"," 1",NA," 3"," 3"," 3"," 4"," 5"," 4"," 4","4","2","1","0","1","5","3500"," 7"," 40","1",1,1,1,96,24,0,0,0,10,10,0.5,50,40,1,1
"X31",1,3," 52","7","40a.03.59.0"," 243.428","1","1","po9","1"," 3"," 2","2"," 2"," 2","1","0","   0","10","80",NA," 1","10","10","10","10","10","10","10","4","4","1","0","1","5"," 250","10"," 52","1",1,1,1,97,25,0,0,0,5,10,1,10,90,2.5,1
"X31.1",2,1," 52","7","40a.03.59.0"," 243.428","1","1","po9","1"," 3"," 2","2"," 2"," 2","1","0","   0","10","80",NA," 1","10","10","10","10","10","10","10","4","4","1","0","1","5"," 250","10"," 52","1",1,1,1,98,25,0,0,0,10,40,5,50,10,0.5,1
"X31.2",3,3," 52","7","40a.03.59.0"," 243.428","1","1","po9","1"," 3"," 2","2"," 2"," 2","1","0","   0","10","80",NA," 1","10","10","10","10","10","10","10","4","4","1","0","1","5"," 250","10"," 52","1",1,1,1,99,25,0,0,0,50,40,1,5,10,0.5,1
"X31.3",4,3," 52","7","40a.03.59.0"," 243.428","1","1","po9","1"," 3"," 2","2"," 2"," 2","1","0","   0","10","80",NA," 1","10","10","10","10","10","10","10","4","4","1","0","1","5"," 250","10"," 52","1",1,1,1,100,25,0,0,0,10,10,0.5,50,40,1,1
"X32",1,2," 50","7","ef.0f27.e.3"," 371.332","1","1","e5 8rn","2","-1"," 1","2","-1"," 0","2","4"," 500"," 8","60"," 2",NA," 9"," 8"," 5"," 5"," 7"," 8"," 9","4","3","1","1","1","5","4500"," 8"," 50","0",1,1,1,101,26,0,0,0,50,10,1,5,40,5,1
"X32.1",2,1," 50","7","ef.0f27.e.3"," 371.332","1","1","e5 8rn","2","-1"," 1","2","-1"," 0","2","4"," 500"," 8","60"," 2",NA," 9"," 8"," 5"," 5"," 7"," 8"," 9","4","3","1","1","1","5","4500"," 8"," 50","0",1,1,1,102,26,0,0,0,5,90,2.5,10,10,0.5,1
"X32.2",3,2," 50","7","ef.0f27.e.3"," 371.332","1","1","e5 8rn","2","-1"," 1","2","-1"," 0","2","4"," 500"," 8","60"," 2",NA," 9"," 8"," 5"," 5"," 7"," 8"," 9","4","3","1","1","1","5","4500"," 8"," 50","0",1,1,1,103,26,0,0,0,50,90,2.5,5,40,1,1
"X32.3",4,2," 50","7","ef.0f27.e.3"," 371.332","1","1","e5 8rn","2","-1"," 1","2","-1"," 0","2","4"," 500"," 8","60"," 2",NA," 9"," 8"," 5"," 5"," 7"," 8"," 9","4","3","1","1","1","5","4500"," 8"," 50","0",1,1,1,104,26,0,0,0,50,40,2.5,10,90,5,1
"X33",1,2," 18","7","94.985.ab.c","1218.503","1","3","gu5 0ul","1","-2","-1","2"," 4"," 4","1","0"," 800"," 6","40"," 2",NA,"11","11","11","11","11","11","11","3","3","1","1","1","3"," 250","10"," 18","0",1,1,1,105,27,0,0,0,5,10,1,10,90,2.5,1
"X33.1",2,1," 18","7","94.985.ab.c","1218.503","1","3","gu5 0ul","1","-2","-1","2"," 4"," 4","1","0"," 800"," 6","40"," 2",NA,"11","11","11","11","11","11","11","3","3","1","1","1","3"," 250","10"," 18","0",1,1,1,106,27,0,0,0,10,40,5,50,10,0.5,1
"X33.2",3,3," 18","7","94.985.ab.c","1218.503","1","3","gu5 0ul","1","-2","-1","2"," 4"," 4","1","0"," 800"," 6","40"," 2",NA,"11","11","11","11","11","11","11","3","3","1","1","1","3"," 250","10"," 18","0",1,1,1,107,27,0,0,0,50,40,1,5,10,0.5,1
"X33.3",4,2," 18","7","94.985.ab.c","1218.503","1","3","gu5 0ul","1","-2","-1","2"," 4"," 4","1","0"," 800"," 6","40"," 2",NA,"11","11","11","11","11","11","11","3","3","1","1","1","3"," 250","10"," 18","0",1,1,1,108,27,0,0,0,10,10,0.5,50,40,1,1
"X34",1,3," 47","7","56a.ed.43.0"," 408.180","1","2","M26 2YL","1","-2"," 0","4"," 0"," 0","2","4"," 500"," 7","50"," 1",NA," 6"," 5"," 5"," 4"," 5"," 6"," 4","3","3","1","0","1","5","3500","10"," 47","1",1,1,1,109,28,0,0,0,50,10,1,5,40,5,1
"X34.1",2,3," 47","7","56a.ed.43.0"," 408.180","1","2","M26 2YL","1","-2"," 0","4"," 0"," 0","2","4"," 500"," 7","50"," 1",NA," 6"," 5"," 5"," 4"," 5"," 6"," 4","3","3","1","0","1","5","3500","10"," 47","1",1,1,1,110,28,0,0,0,5,90,2.5,10,10,0.5,1
"X34.2",3,3," 47","7","56a.ed.43.0"," 408.180","1","2","M26 2YL","1","-2"," 0","4"," 0"," 0","2","4"," 500"," 7","50"," 1",NA," 6"," 5"," 5"," 4"," 5"," 6"," 4","3","3","1","0","1","5","3500","10"," 47","1",1,1,1,111,28,0,0,0,50,90,2.5,5,40,1,1
"X34.3",4,3," 47","7","56a.ed.43.0"," 408.180","1","2","M26 2YL","1","-2"," 0","4"," 0"," 0","2","4"," 500"," 7","50"," 1",NA," 6"," 5"," 5"," 4"," 5"," 6"," 4","3","3","1","0","1","5","3500","10"," 47","1",1,1,1,112,28,0,0,0,50,40,2.5,10,90,5,1
"X35",1,3," 45","7","97.5.c8af.c"," 445.431","0","1","YO10 5JB","1"," 3"," 5","2"," 1"," 5","2","4","   0"," 9","70",NA," 1","11","10","11","10","11","11","11","3","3","1","1","1","4","2500","10"," 45","1",1,1,1,113,29,0,0,0,50,10,1,5,40,5,1
"X35.1",2,2," 45","7","97.5.c8af.c"," 445.431","0","1","YO10 5JB","1"," 3"," 5","2"," 1"," 5","2","4","   0"," 9","70",NA," 1","11","10","11","10","11","11","11","3","3","1","1","1","4","2500","10"," 45","1",1,1,1,114,29,0,0,0,5,90,2.5,10,10,0.5,1
"X35.2",3,2," 45","7","97.5.c8af.c"," 445.431","0","1","YO10 5JB","1"," 3"," 5","2"," 1"," 5","2","4","   0"," 9","70",NA," 1","11","10","11","10","11","11","11","3","3","1","1","1","4","2500","10"," 45","1",1,1,1,115,29,0,0,0,50,90,2.5,5,40,1,1
"X35.3",4,3," 45","7","97.5.c8af.c"," 445.431","0","1","YO10 5JB","1"," 3"," 5","2"," 1"," 5","2","4","   0"," 9","70",NA," 1","11","10","11","10","11","11","11","3","3","1","1","1","4","2500","10"," 45","1",1,1,1,116,29,0,0,0,50,40,2.5,10,90,5,1
"X36",1,2," 62","7","97.ee2.a8.5"," 250.987","1","1","NE2 2JL","1"," 5"," 5","2"," 5"," 5","1","0"," 400"," 7","50"," 1",NA,"11","11","11","11","11","11","11","3","3","1","0","0","4","1750"," 9"," 62","1",1,1,1,117,30,0,0,0,5,10,1,10,90,2.5,1
"X36.1",2,3," 62","7","97.ee2.a8.5"," 250.987","1","1","NE2 2JL","1"," 5"," 5","2"," 5"," 5","1","0"," 400"," 7","50"," 1",NA,"11","11","11","11","11","11","11","3","3","1","0","0","4","1750"," 9"," 62","1",1,1,1,118,30,0,0,0,10,40,5,50,10,0.5,1
"X36.2",3,2," 62","7","97.ee2.a8.5"," 250.987","1","1","NE2 2JL","1"," 5"," 5","2"," 5"," 5","1","0"," 400"," 7","50"," 1",NA,"11","11","11","11","11","11","11","3","3","1","0","0","4","1750"," 9"," 62","1",1,1,1,119,30,0,0,0,50,40,1,5,10,0.5,1
"X36.3",4,2," 62","7","97.ee2.a8.5"," 250.987","1","1","NE2 2JL","1"," 5"," 5","2"," 5"," 5","1","0"," 400"," 7","50"," 1",NA,"11","11","11","11","11","11","11","3","3","1","0","0","4","1750"," 9"," 62","1",1,1,1,120,30,0,0,0,10,10,0.5,50,40,1,1
"X37",1,3," 54","7","9eda.e.31.9"," 341.159","0","2","Ml6 8us","1"," 3"," 2","2","-1"," 1","1","0"," 100"," 1"," 1"," 1",NA,"10"," 6","10"," 5","10"," 9","10","5","3","1","0","1","2"," 750","10"," 54","1",1,1,1,121,31,0,0,0,5,10,1,10,90,2.5,1
"X37.1",2,1," 54","7","9eda.e.31.9"," 341.159","0","2","Ml6 8us","1"," 3"," 2","2","-1"," 1","1","0"," 100"," 1"," 1"," 1",NA,"10"," 6","10"," 5","10"," 9","10","5","3","1","0","1","2"," 750","10"," 54","1",1,1,1,122,31,0,0,0,10,40,5,50,10,0.5,1
"X37.2",3,2," 54","7","9eda.e.31.9"," 341.159","0","2","Ml6 8us","1"," 3"," 2","2","-1"," 1","1","0"," 100"," 1"," 1"," 1",NA,"10"," 6","10"," 5","10"," 9","10","5","3","1","0","1","2"," 750","10"," 54","1",1,1,1,123,31,0,0,0,50,40,1,5,10,0.5,1
"X37.3",4,2," 54","7","9eda.e.31.9"," 341.159","0","2","Ml6 8us","1"," 3"," 2","2","-1"," 1","1","0"," 100"," 1"," 1"," 1",NA,"10"," 6","10"," 5","10"," 9","10","5","3","1","0","1","2"," 750","10"," 54","1",1,1,1,124,31,0,0,0,10,10,0.5,50,40,1,1
"X38",1,1," 71","7","03.85.ce0.1"," 197.356","1","1","HU9 4NR","1"," 4"," 4","3"," 4"," 4","2","4"," 200"," 8","60"," 2",NA," 9"," 6"," 9"," 6","10","11","11","3","3","1","0","1","3","2750","10"," 71","0",1,1,1,125,32,0,0,0,50,10,1,5,40,5,1
"X38.1",2,1," 71","7","03.85.ce0.1"," 197.356","1","1","HU9 4NR","1"," 4"," 4","3"," 4"," 4","2","4"," 200"," 8","60"," 2",NA," 9"," 6"," 9"," 6","10","11","11","3","3","1","0","1","3","2750","10"," 71","0",1,1,1,126,32,0,0,0,5,90,2.5,10,10,0.5,1
"X38.2",3,1," 71","7","03.85.ce0.1"," 197.356","1","1","HU9 4NR","1"," 4"," 4","3"," 4"," 4","2","4"," 200"," 8","60"," 2",NA," 9"," 6"," 9"," 6","10","11","11","3","3","1","0","1","3","2750","10"," 71","0",1,1,1,127,32,0,0,0,50,90,2.5,5,40,1,1
"X38.3",4,1," 71","7","03.85.ce0.1"," 197.356","1","1","HU9 4NR","1"," 4"," 4","3"," 4"," 4","2","4"," 200"," 8","60"," 2",NA," 9"," 6"," 9"," 6","10","11","11","3","3","1","0","1","3","2750","10"," 71","0",1,1,1,128,32,0,0,0,50,40,2.5,10,90,5,1
"X39",1,1," 41","7","9.b8.92a8.6"," 517.343","1","3","E5","5","-1"," 1","4"," 1"," 5","2","4"," 300"," 9","70"," 2",NA,"10"," 8"," 9"," 7"," 9"," 9"," 9","4","4","0","0","1","3"," 250"," 8"," 41","0",1,1,1,129,33,0,0,0,50,10,1,5,40,5,1
"X39.1",2,1," 41","7","9.b8.92a8.6"," 517.343","1","3","E5","5","-1"," 1","4"," 1"," 5","2","4"," 300"," 9","70"," 2",NA,"10"," 8"," 9"," 7"," 9"," 9"," 9","4","4","0","0","1","3"," 250"," 8"," 41","0",1,1,1,130,33,0,0,0,5,90,2.5,10,10,0.5,1
"X39.2",3,3," 41","7","9.b8.92a8.6"," 517.343","1","3","E5","5","-1"," 1","4"," 1"," 5","2","4"," 300"," 9","70"," 2",NA,"10"," 8"," 9"," 7"," 9"," 9"," 9","4","4","0","0","1","3"," 250"," 8"," 41","0",1,1,1,131,33,0,0,0,50,90,2.5,5,40,1,1
"X39.3",4,1," 41","7","9.b8.92a8.6"," 517.343","1","3","E5","5","-1"," 1","4"," 1"," 5","2","4"," 300"," 9","70"," 2",NA,"10"," 8"," 9"," 7"," 9"," 9"," 9","4","4","0","0","1","3"," 250"," 8"," 41","0",1,1,1,132,33,0,0,0,50,40,2.5,10,90,5,1
"X40",1,3," 56","7","97da.f.4f.9"," 338.944","1","1","Rg14","1"," 3"," 3","2"," 2"," 2","2","4"," 300"," 8","60"," 1",NA," 9"," 9"," 9"," 7"," 9"," 9","10","4","3","0","1","1","4","5000","10"," 56","1",1,1,1,133,34,0,0,0,50,10,1,5,40,5,1
"X40.1",2,2," 56","7","97da.f.4f.9"," 338.944","1","1","Rg14","1"," 3"," 3","2"," 2"," 2","2","4"," 300"," 8","60"," 1",NA," 9"," 9"," 9"," 7"," 9"," 9","10","4","3","0","1","1","4","5000","10"," 56","1",1,1,1,134,34,0,0,0,5,90,2.5,10,10,0.5,1
"X40.2",3,2," 56","7","97da.f.4f.9"," 338.944","1","1","Rg14","1"," 3"," 3","2"," 2"," 2","2","4"," 300"," 8","60"," 1",NA," 9"," 9"," 9"," 7"," 9"," 9","10","4","3","0","1","1","4","5000","10"," 56","1",1,1,1,135,34,0,0,0,50,90,2.5,5,40,1,1
"X40.3",4,3," 56","7","97da.f.4f.9"," 338.944","1","1","Rg14","1"," 3"," 3","2"," 2"," 2","2","4"," 300"," 8","60"," 1",NA," 9"," 9"," 9"," 7"," 9"," 9","10","4","3","0","1","1","4","5000","10"," 56","1",1,1,1,136,34,0,0,0,50,40,2.5,10,90,5,1
"X41",1,3," 59","7","7.1.506ba.0"," 316.449","0","2","s75","1"," 3"," 4","2"," 3"," 5","1","0"," 200"," 9","70"," 1",NA,"11","10","11","10","11","11","11","5","3","1","1","0","4","1750"," 9"," 59","1",1,1,1,137,35,0,0,0,5,10,1,10,90,2.5,1
"X41.1",2,2," 59","7","7.1.506ba.0"," 316.449","0","2","s75","1"," 3"," 4","2"," 3"," 5","1","0"," 200"," 9","70"," 1",NA,"11","10","11","10","11","11","11","5","3","1","1","0","4","1750"," 9"," 59","1",1,1,1,138,35,0,0,0,10,40,5,50,10,0.5,1
"X41.2",3,2," 59","7","7.1.506ba.0"," 316.449","0","2","s75","1"," 3"," 4","2"," 3"," 5","1","0"," 200"," 9","70"," 1",NA,"11","10","11","10","11","11","11","5","3","1","1","0","4","1750"," 9"," 59","1",1,1,1,139,35,0,0,0,50,40,1,5,10,0.5,1
"X41.3",4,3," 59","7","7.1.506ba.0"," 316.449","0","2","s75","1"," 3"," 4","2"," 3"," 5","1","0"," 200"," 9","70"," 1",NA,"11","10","11","10","11","11","11","5","3","1","1","0","4","1750"," 9"," 59","1",1,1,1,140,35,0,0,0,10,10,0.5,50,40,1,1
"X42",1,2," 83","7","9f8.87.2b.6"," 175.654","1","2","TA2 7ER","1"," 4"," 3","2"," 2"," 3","2","4"," 400"," 9","70"," 2",NA," 6"," 6"," 6"," 6"," 6"," 6"," 6","3","3","0","0","1","1","2500","10"," 83","0",1,1,1,141,36,0,0,0,50,10,1,5,40,5,1
"X42.1",2,1," 83","7","9f8.87.2b.6"," 175.654","1","2","TA2 7ER","1"," 4"," 3","2"," 2"," 3","2","4"," 400"," 9","70"," 2",NA," 6"," 6"," 6"," 6"," 6"," 6"," 6","3","3","0","0","1","1","2500","10"," 83","0",1,1,1,142,36,0,0,0,5,90,2.5,10,10,0.5,1
"X42.2",3,3," 83","7","9f8.87.2b.6"," 175.654","1","2","TA2 7ER","1"," 4"," 3","2"," 2"," 3","2","4"," 400"," 9","70"," 2",NA," 6"," 6"," 6"," 6"," 6"," 6"," 6","3","3","0","0","1","1","2500","10"," 83","0",1,1,1,143,36,0,0,0,50,90,2.5,5,40,1,1
"X42.3",4,2," 83","7","9f8.87.2b.6"," 175.654","1","2","TA2 7ER","1"," 4"," 3","2"," 2"," 3","2","4"," 400"," 9","70"," 2",NA," 6"," 6"," 6"," 6"," 6"," 6"," 6","3","3","0","0","1","1","2500","10"," 83","0",1,1,1,144,36,0,0,0,50,40,2.5,10,90,5,1
"X43",1,2," 43","7","1.487.f0c.d"," 562.009","0","2","UB2 4GU","1"," 4"," 4","2"," 3"," 3","2","4"," 400"," 2"," 5"," 1",NA," 9"," 9"," 8"," 7"," 8"," 9"," 6","4","4","0","1","1","4","3500","10"," 43","1",1,1,1,145,37,0,0,0,50,10,1,5,40,5,1
"X43.1",2,2," 43","7","1.487.f0c.d"," 562.009","0","2","UB2 4GU","1"," 4"," 4","2"," 3"," 3","2","4"," 400"," 2"," 5"," 1",NA," 9"," 9"," 8"," 7"," 8"," 9"," 6","4","4","0","1","1","4","3500","10"," 43","1",1,1,1,146,37,0,0,0,5,90,2.5,10,10,0.5,1
"X43.2",3,2," 43","7","1.487.f0c.d"," 562.009","0","2","UB2 4GU","1"," 4"," 4","2"," 3"," 3","2","4"," 400"," 2"," 5"," 1",NA," 9"," 9"," 8"," 7"," 8"," 9"," 6","4","4","0","1","1","4","3500","10"," 43","1",1,1,1,147,37,0,0,0,50,90,2.5,5,40,1,1
"X43.3",4,3," 43","7","1.487.f0c.d"," 562.009","0","2","UB2 4GU","1"," 4"," 4","2"," 3"," 3","2","4"," 400"," 2"," 5"," 1",NA," 9"," 9"," 8"," 7"," 8"," 9"," 6","4","4","0","1","1","4","3500","10"," 43","1",1,1,1,148,37,0,0,0,50,40,2.5,10,90,5,1
"X44",1,3," 69","7","9f.897.51.b"," 258.102","1","2","GU170JW","2"," 3"," 4","2"," 4"," 4","2","4"," 400"," 6","40"," 1",NA,"10"," 9"," 9"," 9","10","10","10","4","3","1","1","1","5","5000"," 8"," 69","1",1,1,1,149,38,0,0,0,50,10,1,5,40,5,1
"X44.1",2,2," 69","7","9f.897.51.b"," 258.102","1","2","GU170JW","2"," 3"," 4","2"," 4"," 4","2","4"," 400"," 6","40"," 1",NA,"10"," 9"," 9"," 9","10","10","10","4","3","1","1","1","5","5000"," 8"," 69","1",1,1,1,150,38,0,0,0,5,90,2.5,10,10,0.5,1
"X44.2",3,3," 69","7","9f.897.51.b"," 258.102","1","2","GU170JW","2"," 3"," 4","2"," 4"," 4","2","4"," 400"," 6","40"," 1",NA,"10"," 9"," 9"," 9","10","10","10","4","3","1","1","1","5","5000"," 8"," 69","1",1,1,1,151,38,0,0,0,50,90,2.5,5,40,1,1
"X44.3",4,3," 69","7","9f.897.51.b"," 258.102","1","2","GU170JW","2"," 3"," 4","2"," 4"," 4","2","4"," 400"," 6","40"," 1",NA,"10"," 9"," 9"," 9","10","10","10","4","3","1","1","1","5","5000"," 8"," 69","1",1,1,1,152,38,0,0,0,50,40,2.5,10,90,5,1
"X45",1,1," 76","7","97.cfbb.e.d"," 261.065","0","1","dy6 9jf","1"," 1"," 1","4"," 0"," 0","1","0","   0","10","80",NA," 1"," 7"," 6"," 7"," 6"," 7"," 7"," 7","3","3","1","0","1","4","2500"," 7"," 76","1",1,1,1,153,39,0,0,0,5,10,1,10,90,2.5,1
"X45.1",2,1," 76","7","97.cfbb.e.d"," 261.065","0","1","dy6 9jf","1"," 1"," 1","4"," 0"," 0","1","0","   0","10","80",NA," 1"," 7"," 6"," 7"," 6"," 7"," 7"," 7","3","3","1","0","1","4","2500"," 7"," 76","1",1,1,1,154,39,0,0,0,10,40,5,50,10,0.5,1
"X45.2",3,1," 76","7","97.cfbb.e.d"," 261.065","0","1","dy6 9jf","1"," 1"," 1","4"," 0"," 0","1","0","   0","10","80",NA," 1"," 7"," 6"," 7"," 6"," 7"," 7"," 7","3","3","1","0","1","4","2500"," 7"," 76","1",1,1,1,155,39,0,0,0,50,40,1,5,10,0.5,1
"X45.3",4,1," 76","7","97.cfbb.e.d"," 261.065","0","1","dy6 9jf","1"," 1"," 1","4"," 0"," 0","1","0","   0","10","80",NA," 1"," 7"," 6"," 7"," 6"," 7"," 7"," 7","3","3","1","0","1","4","2500"," 7"," 76","1",1,1,1,156,39,0,0,0,10,10,0.5,50,40,1,1
"X46",1,2," 85","7","97.de6.84.2"," 199.582","1","3","TS19 8EG","1"," 3"," 1","2"," 2"," 2","2","4"," 400"," 2"," 5"," 1",NA,"11","11","11","10","10","11","11","3","3","1","0","1","5","2250","10"," 85","1",1,1,1,157,40,0,0,0,50,10,1,5,40,5,1
"X46.1",2,2," 85","7","97.de6.84.2"," 199.582","1","3","TS19 8EG","1"," 3"," 1","2"," 2"," 2","2","4"," 400"," 2"," 5"," 1",NA,"11","11","11","10","10","11","11","3","3","1","0","1","5","2250","10"," 85","1",1,1,1,158,40,0,0,0,5,90,2.5,10,10,0.5,1
"X46.2",3,3," 85","7","97.de6.84.2"," 199.582","1","3","TS19 8EG","1"," 3"," 1","2"," 2"," 2","2","4"," 400"," 2"," 5"," 1",NA,"11","11","11","10","10","11","11","3","3","1","0","1","5","2250","10"," 85","1",1,1,1,159,40,0,0,0,50,90,2.5,5,40,1,1
"X46.3",4,3," 85","7","97.de6.84.2"," 199.582","1","3","TS19 8EG","1"," 3"," 1","2"," 2"," 2","2","4"," 400"," 2"," 5"," 1",NA,"11","11","11","10","10","11","11","3","3","1","0","1","5","2250","10"," 85","1",1,1,1,160,40,0,0,0,50,40,2.5,10,90,5,1
"X47",1,3," 37","7","9e.db0.4f.f"," 668.889","1","2","NG8 4ET","1"," 3"," 3","2"," 0"," 0","2","4","   0"," 7","50",NA," 1","11"," 9","11"," 9","11","11","11","3","3","0","0","1","3"," 750"," 9"," 37","1",1,1,1,161,41,0,0,0,50,10,1,5,40,5,1
"X47.1",2,2," 37","7","9e.db0.4f.f"," 668.889","1","2","NG8 4ET","1"," 3"," 3","2"," 0"," 0","2","4","   0"," 7","50",NA," 1","11"," 9","11"," 9","11","11","11","3","3","0","0","1","3"," 750"," 9"," 37","1",1,1,1,162,41,0,0,0,5,90,2.5,10,10,0.5,1
"X47.2",3,2," 37","7","9e.db0.4f.f"," 668.889","1","2","NG8 4ET","1"," 3"," 3","2"," 0"," 0","2","4","   0"," 7","50",NA," 1","11"," 9","11"," 9","11","11","11","3","3","0","0","1","3"," 750"," 9"," 37","1",1,1,1,163,41,0,0,0,50,90,2.5,5,40,1,1
"X47.3",4,3," 37","7","9e.db0.4f.f"," 668.889","1","2","NG8 4ET","1"," 3"," 3","2"," 0"," 0","2","4","   0"," 7","50",NA," 1","11"," 9","11"," 9","11","11","11","3","3","0","0","1","3"," 750"," 9"," 37","1",1,1,1,164,41,0,0,0,50,40,2.5,10,90,5,1
"X48",1,3," 67","7","59.6f.403.5"," 320.081","1","2","Ws13 6ul","1"," 3"," 4","3"," 3"," 3","1","0"," 300"," 3","10"," 1",NA,"10"," 7","10"," 6","10","10","10","4","3","1","1","1","5","5000","10"," 67","1",1,1,1,165,42,0,0,0,5,10,1,10,90,2.5,1
"X48.1",2,1," 67","7","59.6f.403.5"," 320.081","1","2","Ws13 6ul","1"," 3"," 4","3"," 3"," 3","1","0"," 300"," 3","10"," 1",NA,"10"," 7","10"," 6","10","10","10","4","3","1","1","1","5","5000","10"," 67","1",1,1,1,166,42,0,0,0,10,40,5,50,10,0.5,1
"X48.2",3,3," 67","7","59.6f.403.5"," 320.081","1","2","Ws13 6ul","1"," 3"," 4","3"," 3"," 3","1","0"," 300"," 3","10"," 1",NA,"10"," 7","10"," 6","10","10","10","4","3","1","1","1","5","5000","10"," 67","1",1,1,1,167,42,0,0,0,50,40,1,5,10,0.5,1
