"","Choice","IP","DURATION","Gender","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Understanding","RID.1","CV","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C","Order"
"116",3,"97.5.c8af.c",445.431,0,"YO10 5JB",1,3,5,2,1,5,2,4,0,9,70,NA,10,11,10,11,11,11,3,3,1,1,1,4,10,45,1,1,1,116,29,0,0,0,50,40,2.5,10,90,5,1
"117",2,"97.ee2.a8.5",250.987,1,"NE2 2JL",1,5,5,2,5,5,1,0,400,7,50,1,11,11,11,11,11,11,3,3,1,0,0,4,9,62,1,1,1,117,30,0,0,0,5,10,1,10,90,2.5,1
"118",3,"97.ee2.a8.5",250.987,1,"NE2 2JL",1,5,5,2,5,5,1,0,400,7,50,1,11,11,11,11,11,11,3,3,1,0,0,4,9,62,1,1,1,118,30,0,0,0,10,40,5,50,10,0.5,1
"119",2,"97.ee2.a8.5",250.987,1,"NE2 2JL",1,5,5,2,5,5,1,0,400,7,50,1,11,11,11,11,11,11,3,3,1,0,0,4,9,62,1,1,1,119,30,0,0,0,50,40,1,5,10,0.5,1
"120",2,"97.ee2.a8.5",250.987,1,"NE2 2JL",1,5,5,2,5,5,1,0,400,7,50,1,11,11,11,11,11,11,3,3,1,0,0,4,9,62,1,1,1,120,30,0,0,0,10,10,0.5,50,40,1,1
"121",3,"9eda.e.31.9",341.159,0,"Ml6 8us",1,3,2,2,-1,1,1,0,100,1,1,1,6,10,5,10,9,10,5,3,1,0,1,2,10,54,1,1,1,121,31,0,0,0,5,10,1,10,90,2.5,1
"122",1,"9eda.e.31.9",341.159,0,"Ml6 8us",1,3,2,2,-1,1,1,0,100,1,1,1,6,10,5,10,9,10,5,3,1,0,1,2,10,54,1,1,1,122,31,0,0,0,10,40,5,50,10,0.5,1
"123",2,"9eda.e.31.9",341.159,0,"Ml6 8us",1,3,2,2,-1,1,1,0,100,1,1,1,6,10,5,10,9,10,5,3,1,0,1,2,10,54,1,1,1,123,31,0,0,0,50,40,1,5,10,0.5,1
"124",2,"9eda.e.31.9",341.159,0,"Ml6 8us",1,3,2,2,-1,1,1,0,100,1,1,1,6,10,5,10,9,10,5,3,1,0,1,2,10,54,1,1,1,124,31,0,0,0,10,10,0.5,50,40,1,1
"125",1,"03.85.ce0.1",197.356,1,"HU9 4NR",1,4,4,3,4,4,2,4,200,8,60,2,6,9,6,10,11,11,3,3,1,0,1,3,10,71,0,1,1,125,32,0,0,0,50,10,1,5,40,5,1
"126",1,"03.85.ce0.1",197.356,1,"HU9 4NR",1,4,4,3,4,4,2,4,200,8,60,2,6,9,6,10,11,11,3,3,1,0,1,3,10,71,0,1,1,126,32,0,0,0,5,90,2.5,10,10,0.5,1
"127",1,"03.85.ce0.1",197.356,1,"HU9 4NR",1,4,4,3,4,4,2,4,200,8,60,2,6,9,6,10,11,11,3,3,1,0,1,3,10,71,0,1,1,127,32,0,0,0,50,90,2.5,5,40,1,1
"128",1,"03.85.ce0.1",197.356,1,"HU9 4NR",1,4,4,3,4,4,2,4,200,8,60,2,6,9,6,10,11,11,3,3,1,0,1,3,10,71,0,1,1,128,32,0,0,0,50,40,2.5,10,90,5,1
"129",1,"9.b8.92a8.6",517.343,1,"E5",5,-1,1,4,1,5,2,4,300,9,70,2,8,9,7,9,9,9,4,4,0,0,1,3,8,41,0,1,1,129,33,0,0,0,50,10,1,5,40,5,1
"130",1,"9.b8.92a8.6",517.343,1,"E5",5,-1,1,4,1,5,2,4,300,9,70,2,8,9,7,9,9,9,4,4,0,0,1,3,8,41,0,1,1,130,33,0,0,0,5,90,2.5,10,10,0.5,1
"131",3,"9.b8.92a8.6",517.343,1,"E5",5,-1,1,4,1,5,2,4,300,9,70,2,8,9,7,9,9,9,4,4,0,0,1,3,8,41,0,1,1,131,33,0,0,0,50,90,2.5,5,40,1,1
"132",1,"9.b8.92a8.6",517.343,1,"E5",5,-1,1,4,1,5,2,4,300,9,70,2,8,9,7,9,9,9,4,4,0,0,1,3,8,41,0,1,1,132,33,0,0,0,50,40,2.5,10,90,5,1
"133",3,"97da.f.4f.9",338.944,1,"Rg14",1,3,3,2,2,2,2,4,300,8,60,1,9,9,7,9,9,10,4,3,0,1,1,4,10,56,1,1,1,133,34,0,0,0,50,10,1,5,40,5,1
"134",2,"97da.f.4f.9",338.944,1,"Rg14",1,3,3,2,2,2,2,4,300,8,60,1,9,9,7,9,9,10,4,3,0,1,1,4,10,56,1,1,1,134,34,0,0,0,5,90,2.5,10,10,0.5,1
"135",2,"97da.f.4f.9",338.944,1,"Rg14",1,3,3,2,2,2,2,4,300,8,60,1,9,9,7,9,9,10,4,3,0,1,1,4,10,56,1,1,1,135,34,0,0,0,50,90,2.5,5,40,1,1
"136",3,"97da.f.4f.9",338.944,1,"Rg14",1,3,3,2,2,2,2,4,300,8,60,1,9,9,7,9,9,10,4,3,0,1,1,4,10,56,1,1,1,136,34,0,0,0,50,40,2.5,10,90,5,1
"137",3,"7.1.506ba.0",316.449,0,"s75",1,3,4,2,3,5,1,0,200,9,70,1,10,11,10,11,11,11,5,3,1,1,0,4,9,59,1,1,1,137,35,0,0,0,5,10,1,10,90,2.5,1
"138",2,"7.1.506ba.0",316.449,0,"s75",1,3,4,2,3,5,1,0,200,9,70,1,10,11,10,11,11,11,5,3,1,1,0,4,9,59,1,1,1,138,35,0,0,0,10,40,5,50,10,0.5,1
"139",2,"7.1.506ba.0",316.449,0,"s75",1,3,4,2,3,5,1,0,200,9,70,1,10,11,10,11,11,11,5,3,1,1,0,4,9,59,1,1,1,139,35,0,0,0,50,40,1,5,10,0.5,1
"140",3,"7.1.506ba.0",316.449,0,"s75",1,3,4,2,3,5,1,0,200,9,70,1,10,11,10,11,11,11,5,3,1,1,0,4,9,59,1,1,1,140,35,0,0,0,10,10,0.5,50,40,1,1
"141",2,"9f8.87.2b.6",175.654,1,"TA2 7ER",1,4,3,2,2,3,2,4,400,9,70,2,6,6,6,6,6,6,3,3,0,0,1,1,10,83,0,1,1,141,36,0,0,0,50,10,1,5,40,5,1
"142",1,"9f8.87.2b.6",175.654,1,"TA2 7ER",1,4,3,2,2,3,2,4,400,9,70,2,6,6,6,6,6,6,3,3,0,0,1,1,10,83,0,1,1,142,36,0,0,0,5,90,2.5,10,10,0.5,1
"143",3,"9f8.87.2b.6",175.654,1,"TA2 7ER",1,4,3,2,2,3,2,4,400,9,70,2,6,6,6,6,6,6,3,3,0,0,1,1,10,83,0,1,1,143,36,0,0,0,50,90,2.5,5,40,1,1
"144",2,"9f8.87.2b.6",175.654,1,"TA2 7ER",1,4,3,2,2,3,2,4,400,9,70,2,6,6,6,6,6,6,3,3,0,0,1,1,10,83,0,1,1,144,36,0,0,0,50,40,2.5,10,90,5,1
"145",2,"1.487.f0c.d",562.009,0,"UB2 4GU",1,4,4,2,3,3,2,4,400,2,5,1,9,8,7,8,9,6,4,4,0,1,1,4,10,43,1,1,1,145,37,0,0,0,50,10,1,5,40,5,1
"146",2,"1.487.f0c.d",562.009,0,"UB2 4GU",1,4,4,2,3,3,2,4,400,2,5,1,9,8,7,8,9,6,4,4,0,1,1,4,10,43,1,1,1,146,37,0,0,0,5,90,2.5,10,10,0.5,1
"147",2,"1.487.f0c.d",562.009,0,"UB2 4GU",1,4,4,2,3,3,2,4,400,2,5,1,9,8,7,8,9,6,4,4,0,1,1,4,10,43,1,1,1,147,37,0,0,0,50,90,2.5,5,40,1,1
"148",3,"1.487.f0c.d",562.009,0,"UB2 4GU",1,4,4,2,3,3,2,4,400,2,5,1,9,8,7,8,9,6,4,4,0,1,1,4,10,43,1,1,1,148,37,0,0,0,50,40,2.5,10,90,5,1
"149",3,"9f.897.51.b",258.102,1,"GU170JW",2,3,4,2,4,4,2,4,400,6,40,1,9,9,9,10,10,10,4,3,1,1,1,5,8,69,1,1,1,149,38,0,0,0,50,10,1,5,40,5,1
"150",2,"9f.897.51.b",258.102,1,"GU170JW",2,3,4,2,4,4,2,4,400,6,40,1,9,9,9,10,10,10,4,3,1,1,1,5,8,69,1,1,1,150,38,0,0,0,5,90,2.5,10,10,0.5,1
"151",3,"9f.897.51.b",258.102,1,"GU170JW",2,3,4,2,4,4,2,4,400,6,40,1,9,9,9,10,10,10,4,3,1,1,1,5,8,69,1,1,1,151,38,0,0,0,50,90,2.5,5,40,1,1
"152",3,"9f.897.51.b",258.102,1,"GU170JW",2,3,4,2,4,4,2,4,400,6,40,1,9,9,9,10,10,10,4,3,1,1,1,5,8,69,1,1,1,152,38,0,0,0,50,40,2.5,10,90,5,1
"153",1,"97.cfbb.e.d",261.065,0,"dy6 9jf",1,1,1,4,0,0,1,0,0,10,80,NA,6,7,6,7,7,7,3,3,1,0,1,4,7,76,1,1,1,153,39,0,0,0,5,10,1,10,90,2.5,1
"154",1,"97.cfbb.e.d",261.065,0,"dy6 9jf",1,1,1,4,0,0,1,0,0,10,80,NA,6,7,6,7,7,7,3,3,1,0,1,4,7,76,1,1,1,154,39,0,0,0,10,40,5,50,10,0.5,1
"155",1,"97.cfbb.e.d",261.065,0,"dy6 9jf",1,1,1,4,0,0,1,0,0,10,80,NA,6,7,6,7,7,7,3,3,1,0,1,4,7,76,1,1,1,155,39,0,0,0,50,40,1,5,10,0.5,1
"156",1,"97.cfbb.e.d",261.065,0,"dy6 9jf",1,1,1,4,0,0,1,0,0,10,80,NA,6,7,6,7,7,7,3,3,1,0,1,4,7,76,1,1,1,156,39,0,0,0,10,10,0.5,50,40,1,1
"157",2,"97.de6.84.2",199.582,1,"TS19 8EG",1,3,1,2,2,2,2,4,400,2,5,1,11,11,10,10,11,11,3,3,1,0,1,5,10,85,1,1,1,157,40,0,0,0,50,10,1,5,40,5,1
"158",2,"97.de6.84.2",199.582,1,"TS19 8EG",1,3,1,2,2,2,2,4,400,2,5,1,11,11,10,10,11,11,3,3,1,0,1,5,10,85,1,1,1,158,40,0,0,0,5,90,2.5,10,10,0.5,1
"159",3,"97.de6.84.2",199.582,1,"TS19 8EG",1,3,1,2,2,2,2,4,400,2,5,1,11,11,10,10,11,11,3,3,1,0,1,5,10,85,1,1,1,159,40,0,0,0,50,90,2.5,5,40,1,1
"160",3,"97.de6.84.2",199.582,1,"TS19 8EG",1,3,1,2,2,2,2,4,400,2,5,1,11,11,10,10,11,11,3,3,1,0,1,5,10,85,1,1,1,160,40,0,0,0,50,40,2.5,10,90,5,1
"161",3,"9e.db0.4f.f",668.889,1,"NG8 4ET",1,3,3,2,0,0,2,4,0,7,50,NA,9,11,9,11,11,11,3,3,0,0,1,3,9,37,1,1,1,161,41,0,0,0,50,10,1,5,40,5,1
"162",2,"9e.db0.4f.f",668.889,1,"NG8 4ET",1,3,3,2,0,0,2,4,0,7,50,NA,9,11,9,11,11,11,3,3,0,0,1,3,9,37,1,1,1,162,41,0,0,0,5,90,2.5,10,10,0.5,1
"163",2,"9e.db0.4f.f",668.889,1,"NG8 4ET",1,3,3,2,0,0,2,4,0,7,50,NA,9,11,9,11,11,11,3,3,0,0,1,3,9,37,1,1,1,163,41,0,0,0,50,90,2.5,5,40,1,1
"164",3,"9e.db0.4f.f",668.889,1,"NG8 4ET",1,3,3,2,0,0,2,4,0,7,50,NA,9,11,9,11,11,11,3,3,0,0,1,3,9,37,1,1,1,164,41,0,0,0,50,40,2.5,10,90,5,1
"165",3,"59.6f.403.5",320.081,1,"Ws13 6ul",1,3,4,3,3,3,1,0,300,3,10,1,7,10,6,10,10,10,4,3,1,1,1,5,10,67,1,1,1,165,42,0,0,0,5,10,1,10,90,2.5,1
"166",1,"59.6f.403.5",320.081,1,"Ws13 6ul",1,3,4,3,3,3,1,0,300,3,10,1,7,10,6,10,10,10,4,3,1,1,1,5,10,67,1,1,1,166,42,0,0,0,10,40,5,50,10,0.5,1
"167",3,"59.6f.403.5",320.081,1,"Ws13 6ul",1,3,4,3,3,3,1,0,300,3,10,1,7,10,6,10,10,10,4,3,1,1,1,5,10,67,1,1,1,167,42,0,0,0,50,40,1,5,10,0.5,1
"168",2,"59.6f.403.5",320.081,1,"Ws13 6ul",1,3,4,3,3,3,1,0,300,3,10,1,7,10,6,10,10,10,4,3,1,1,1,5,10,67,1,1,1,168,42,0,0,0,10,10,0.5,50,40,1,1
"169",1,"4.ed5.72a.b",670.634,0,"SE1",5,2,0,3,-1,3,2,4,0,4,20,NA,8,9,6,7,7,7,3,3,0,1,0,5,10,38,1,1,1,169,43,0,0,0,50,10,1,5,40,5,1
"170",2,"4.ed5.72a.b",670.634,0,"SE1",5,2,0,3,-1,3,2,4,0,4,20,NA,8,9,6,7,7,7,3,3,0,1,0,5,10,38,1,1,1,170,43,0,0,0,5,90,2.5,10,10,0.5,1
"171",1,"4.ed5.72a.b",670.634,0,"SE1",5,2,0,3,-1,3,2,4,0,4,20,NA,8,9,6,7,7,7,3,3,0,1,0,5,10,38,1,1,1,171,43,0,0,0,50,90,2.5,5,40,1,1
"172",1,"4.ed5.72a.b",670.634,0,"SE1",5,2,0,3,-1,3,2,4,0,4,20,NA,8,9,6,7,7,7,3,3,0,1,0,5,10,38,1,1,1,172,43,0,0,0,50,40,2.5,10,90,5,1
"173",3,"9e.d83.31.b",313.881,1,"RH16 4ZP",1,5,5,2,5,5,2,4,200,3,10,1,11,11,10,11,11,11,5,5,1,0,1,5,10,75,1,1,1,173,44,0,0,0,50,10,1,5,40,5,1
"174",2,"9e.d83.31.b",313.881,1,"RH16 4ZP",1,5,5,2,5,5,2,4,200,3,10,1,11,11,10,11,11,11,5,5,1,0,1,5,10,75,1,1,1,174,44,0,0,0,5,90,2.5,10,10,0.5,1
"175",3,"9e.d83.31.b",313.881,1,"RH16 4ZP",1,5,5,2,5,5,2,4,200,3,10,1,11,11,10,11,11,11,5,5,1,0,1,5,10,75,1,1,1,175,44,0,0,0,50,90,2.5,5,40,1,1
"176",3,"9e.d83.31.b",313.881,1,"RH16 4ZP",1,5,5,2,5,5,2,4,200,3,10,1,11,11,10,11,11,11,5,5,1,0,1,5,10,75,1,1,1,176,44,0,0,0,50,40,2.5,10,90,5,1
"177",2,"97c.0.2c8.4",586.517,0,"BT274UB",1,1,1,3,0,5,2,4,0,4,20,NA,9,8,8,9,9,9,4,3,0,1,1,5,7,49,1,1,1,177,45,0,0,0,50,10,1,5,40,5,1
"178",2,"97c.0.2c8.4",586.517,0,"BT274UB",1,1,1,3,0,5,2,4,0,4,20,NA,9,8,8,9,9,9,4,3,0,1,1,5,7,49,1,1,1,178,45,0,0,0,5,90,2.5,10,10,0.5,1
"179",3,"97c.0.2c8.4",586.517,0,"BT274UB",1,1,1,3,0,5,2,4,0,4,20,NA,9,8,8,9,9,9,4,3,0,1,1,5,7,49,1,1,1,179,45,0,0,0,50,90,2.5,5,40,1,1
"180",3,"97c.0.2c8.4",586.517,0,"BT274UB",1,1,1,3,0,5,2,4,0,4,20,NA,9,8,8,9,9,9,4,3,0,1,1,5,7,49,1,1,1,180,45,0,0,0,50,40,2.5,10,90,5,1
"181",3,"9b9.d2.82.1",640.734,0,"GU5 9BW",1,3,3,2,1,5,2,4,0,6,40,NA,5,9,7,9,10,11,3,3,0,1,0,4,10,44,0,1,1,181,46,0,0,0,50,10,1,5,40,5,1
"182",2,"9b9.d2.82.1",640.734,0,"GU5 9BW",1,3,3,2,1,5,2,4,0,6,40,NA,5,9,7,9,10,11,3,3,0,1,0,4,10,44,0,1,1,182,46,0,0,0,5,90,2.5,10,10,0.5,1
"183",3,"9b9.d2.82.1",640.734,0,"GU5 9BW",1,3,3,2,1,5,2,4,0,6,40,NA,5,9,7,9,10,11,3,3,0,1,0,4,10,44,0,1,1,183,46,0,0,0,50,90,2.5,5,40,1,1
"184",3,"9b9.d2.82.1",640.734,0,"GU5 9BW",1,3,3,2,1,5,2,4,0,6,40,NA,5,9,7,9,10,11,3,3,0,1,0,4,10,44,0,1,1,184,46,0,0,0,50,40,2.5,10,90,5,1
"185",1,"97c.3cd.e.e",339.861,1,"PO9 6BF",1,3,3,2,3,3,2,4,100,7,50,2,7,9,6,9,10,10,3,3,1,1,1,5,9,72,0,1,1,185,47,0,0,0,50,10,1,5,40,5,1
"186",2,"97c.3cd.e.e",339.861,1,"PO9 6BF",1,3,3,2,3,3,2,4,100,7,50,2,7,9,6,9,10,10,3,3,1,1,1,5,9,72,0,1,1,186,47,0,0,0,5,90,2.5,10,10,0.5,1
"187",3,"97c.3cd.e.e",339.861,1,"PO9 6BF",1,3,3,2,3,3,2,4,100,7,50,2,7,9,6,9,10,10,3,3,1,1,1,5,9,72,0,1,1,187,47,0,0,0,50,90,2.5,5,40,1,1
"188",2,"97c.3cd.e.e",339.861,1,"PO9 6BF",1,3,3,2,3,3,2,4,100,7,50,2,7,9,6,9,10,10,3,3,1,1,1,5,9,72,0,1,1,188,47,0,0,0,50,40,2.5,10,90,5,1
"189",3,"97e.55.9f.1",481.237,1,"NP19 4AH",1,3,1,2,0,5,2,4,400,1,1,1,8,11,8,11,7,5,5,3,1,0,1,5,5,57,1,1,1,189,48,0,0,0,50,10,1,5,40,5,1
"190",2,"97e.55.9f.1",481.237,1,"NP19 4AH",1,3,1,2,0,5,2,4,400,1,1,1,8,11,8,11,7,5,5,3,1,0,1,5,5,57,1,1,1,190,48,0,0,0,5,90,2.5,10,10,0.5,1
"191",3,"97e.55.9f.1",481.237,1,"NP19 4AH",1,3,1,2,0,5,2,4,400,1,1,1,8,11,8,11,7,5,5,3,1,0,1,5,5,57,1,1,1,191,48,0,0,0,50,90,2.5,5,40,1,1
"192",3,"97e.55.9f.1",481.237,1,"NP19 4AH",1,3,1,2,0,5,2,4,400,1,1,1,8,11,8,11,7,5,5,3,1,0,1,5,5,57,1,1,1,192,48,0,0,0,50,40,2.5,10,90,5,1
"193",2,"9b.811.39.d",601.481,1,"EH12",1,1,2,2,1,2,2,4,0,2,5,NA,6,8,7,8,9,9,3,3,0,1,1,5,9,51,1,1,1,193,49,0,0,0,50,10,1,5,40,5,1
"194",2,"9b.811.39.d",601.481,1,"EH12",1,1,2,2,1,2,2,4,0,2,5,NA,6,8,7,8,9,9,3,3,0,1,1,5,9,51,1,1,1,194,49,0,0,0,5,90,2.5,10,10,0.5,1
"195",2,"9b.811.39.d",601.481,1,"EH12",1,1,2,2,1,2,2,4,0,2,5,NA,6,8,7,8,9,9,3,3,0,1,1,5,9,51,1,1,1,195,49,0,0,0,50,90,2.5,5,40,1,1
"196",2,"9b.811.39.d",601.481,1,"EH12",1,1,2,2,1,2,2,4,0,2,5,NA,6,8,7,8,9,9,3,3,0,1,1,5,9,51,1,1,1,196,49,0,0,0,50,40,2.5,10,90,5,1
"197",3,"9.342a.f5.0",289.957,0,"ln11pr",2,2,2,4,1,3,2,4,200,8,60,1,8,10,6,6,9,10,3,3,1,0,1,5,10,89,1,1,1,197,50,0,0,0,50,10,1,5,40,5,1
"198",2,"9.342a.f5.0",289.957,0,"ln11pr",2,2,2,4,1,3,2,4,200,8,60,1,8,10,6,6,9,10,3,3,1,0,1,5,10,89,1,1,1,198,50,0,0,0,5,90,2.5,10,10,0.5,1
"199",2,"9.342a.f5.0",289.957,0,"ln11pr",2,2,2,4,1,3,2,4,200,8,60,1,8,10,6,6,9,10,3,3,1,0,1,5,10,89,1,1,1,199,50,0,0,0,50,90,2.5,5,40,1,1
"200",3,"9.342a.f5.0",289.957,0,"ln11pr",2,2,2,4,1,3,2,4,200,8,60,1,8,10,6,6,9,10,3,3,1,0,1,5,10,89,1,1,1,200,50,0,0,0,50,40,2.5,10,90,5,1
"201",3,"97.596.e9.1",270.306,0,"LU6 1NJ",1,2,3,3,0,5,1,0,400,5,30,1,7,10,7,8,10,11,4,3,0,1,1,4,10,91,1,1,1,201,51,0,0,0,5,10,1,10,90,2.5,1
"202",1,"97.596.e9.1",270.306,0,"LU6 1NJ",1,2,3,3,0,5,1,0,400,5,30,1,7,10,7,8,10,11,4,3,0,1,1,4,10,91,1,1,1,202,51,0,0,0,10,40,5,50,10,0.5,1
"203",3,"97.596.e9.1",270.306,0,"LU6 1NJ",1,2,3,3,0,5,1,0,400,5,30,1,7,10,7,8,10,11,4,3,0,1,1,4,10,91,1,1,1,203,51,0,0,0,50,40,1,5,10,0.5,1
"204",1,"97.596.e9.1",270.306,0,"LU6 1NJ",1,2,3,3,0,5,1,0,400,5,30,1,7,10,7,8,10,11,4,3,0,1,1,4,10,91,1,1,1,204,51,0,0,0,10,10,0.5,50,40,1,1
"205",2,"9.f4.26b9.8",263.299,1,"Cf61 2ua",1,3,2,2,2,2,1,0,0,1,1,NA,10,9,9,9,9,9,5,3,0,0,0,5,9,94,1,1,1,205,52,0,0,0,5,10,1,10,90,2.5,1
"206",1,"9.f4.26b9.8",263.299,1,"Cf61 2ua",1,3,2,2,2,2,1,0,0,1,1,NA,10,9,9,9,9,9,5,3,0,0,0,5,9,94,1,1,1,206,52,0,0,0,10,40,5,50,10,0.5,1
"207",3,"9.f4.26b9.8",263.299,1,"Cf61 2ua",1,3,2,2,2,2,1,0,0,1,1,NA,10,9,9,9,9,9,5,3,0,0,0,5,9,94,1,1,1,207,52,0,0,0,50,40,1,5,10,0.5,1
"208",2,"9.f4.26b9.8",263.299,1,"Cf61 2ua",1,3,2,2,2,2,1,0,0,1,1,NA,10,9,9,9,9,9,5,3,0,0,0,5,9,94,1,1,1,208,52,0,0,0,10,10,0.5,50,40,1,1
"209",1,"9d62.6f.b.8",327.225,1,"RH1 3AZ",1,2,3,1,1,1,2,4,400,6,40,2,4,7,7,7,8,9,3,3,1,0,0,5,5,84,0,1,1,209,53,0,0,0,50,10,1,5,40,5,1
"210",3,"9d62.6f.b.8",327.225,1,"RH1 3AZ",1,2,3,1,1,1,2,4,400,6,40,2,4,7,7,7,8,9,3,3,1,0,0,5,5,84,0,1,1,210,53,0,0,0,5,90,2.5,10,10,0.5,1
"211",1,"9d62.6f.b.8",327.225,1,"RH1 3AZ",1,2,3,1,1,1,2,4,400,6,40,2,4,7,7,7,8,9,3,3,1,0,0,5,5,84,0,1,1,211,53,0,0,0,50,90,2.5,5,40,1,1
"212",2,"9d62.6f.b.8",327.225,1,"RH1 3AZ",1,2,3,1,1,1,2,4,400,6,40,2,4,7,7,7,8,9,3,3,1,0,0,5,5,84,0,1,1,212,53,0,0,0,50,40,2.5,10,90,5,1
"213",3,"97.40.e10.c",293.97,1,"LE10 2TH",1,3,3,2,3,3,1,0,300,2,5,1,9,10,9,10,11,11,5,4,1,1,1,5,10,90,1,1,1,213,54,0,0,0,5,10,1,10,90,2.5,1
"214",2,"97.40.e10.c",293.97,1,"LE10 2TH",1,3,3,2,3,3,1,0,300,2,5,1,9,10,9,10,11,11,5,4,1,1,1,5,10,90,1,1,1,214,54,0,0,0,10,40,5,50,10,0.5,1
"215",3,"97.40.e10.c",293.97,1,"LE10 2TH",1,3,3,2,3,3,1,0,300,2,5,1,9,10,9,10,11,11,5,4,1,1,1,5,10,90,1,1,1,215,54,0,0,0,50,40,1,5,10,0.5,1
"216",2,"97.40.e10.c",293.97,1,"LE10 2TH",1,3,3,2,3,3,1,0,300,2,5,1,9,10,9,10,11,11,5,4,1,1,1,5,10,90,1,1,1,216,54,0,0,0,10,10,0.5,50,40,1,1
"217",3,"97.f.8814.4",280.778,1,"TS29 6PP",1,1,2,2,2,2,2,4,300,7,50,1,8,9,7,9,10,9,4,4,1,0,1,3,10,97,1,1,1,217,55,0,0,0,50,10,1,5,40,5,1
"218",2,"97.f.8814.4",280.778,1,"TS29 6PP",1,1,2,2,2,2,2,4,300,7,50,1,8,9,7,9,10,9,4,4,1,0,1,3,10,97,1,1,1,218,55,0,0,0,5,90,2.5,10,10,0.5,1
"219",2,"97.f.8814.4",280.778,1,"TS29 6PP",1,1,2,2,2,2,2,4,300,7,50,1,8,9,7,9,10,9,4,4,1,0,1,3,10,97,1,1,1,219,55,0,0,0,50,90,2.5,5,40,1,1
"220",3,"97.f.8814.4",280.778,1,"TS29 6PP",1,1,2,2,2,2,2,4,300,7,50,1,8,9,7,9,10,9,4,4,1,0,1,3,10,97,1,1,1,220,55,0,0,0,50,40,2.5,10,90,5,1
"221",1,"f2.f4.853.c",580.04,0,"NR31 9QY",1,3,2,2,0,-5,2,4,500,1,1,1,11,11,7,8,9,10,3,3,1,0,0,2,10,55,1,1,1,221,56,0,0,0,50,10,1,5,40,5,1
"222",2,"f2.f4.853.c",580.04,0,"NR31 9QY",1,3,2,2,0,-5,2,4,500,1,1,1,11,11,7,8,9,10,3,3,1,0,0,2,10,55,1,1,1,222,56,0,0,0,5,90,2.5,10,10,0.5,1
"223",3,"f2.f4.853.c",580.04,0,"NR31 9QY",1,3,2,2,0,-5,2,4,500,1,1,1,11,11,7,8,9,10,3,3,1,0,0,2,10,55,1,1,1,223,56,0,0,0,50,90,2.5,5,40,1,1
"224",1,"f2.f4.853.c",580.04,0,"NR31 9QY",1,3,2,2,0,-5,2,4,500,1,1,1,11,11,7,8,9,10,3,3,1,0,0,2,10,55,1,1,1,224,56,0,0,0,50,40,2.5,10,90,5,1
"225",3,"90.2f4.45.c",707.368,1,"NP443JZ",1,3,5,2,4,4,1,0,300,9,70,1,10,11,10,11,11,10,5,3,1,1,1,5,10,48,1,1,1,225,57,0,0,0,5,10,1,10,90,2.5,1
"226",3,"90.2f4.45.c",707.368,1,"NP443JZ",1,3,5,2,4,4,1,0,300,9,70,1,10,11,10,11,11,10,5,3,1,1,1,5,10,48,1,1,1,226,57,0,0,0,10,40,5,50,10,0.5,1
"227",2,"90.2f4.45.c",707.368,1,"NP443JZ",1,3,5,2,4,4,1,0,300,9,70,1,10,11,10,11,11,10,5,3,1,1,1,5,10,48,1,1,1,227,57,0,0,0,50,40,1,5,10,0.5,1
"228",3,"90.2f4.45.c",707.368,1,"NP443JZ",1,3,5,2,4,4,1,0,300,9,70,1,10,11,10,11,11,10,5,3,1,1,1,5,10,48,1,1,1,228,57,0,0,0,10,10,0.5,50,40,1,1
"229",2,"95.0d1.20.4",426.234,0,"Rh2 9ny",1,4,3,2,3,5,1,0,600,10,80,1,8,9,7,10,11,11,3,4,1,0,0,5,10,78,1,1,1,229,58,0,0,0,5,10,1,10,90,2.5,1
"230",1,"95.0d1.20.4",426.234,0,"Rh2 9ny",1,4,3,2,3,5,1,0,600,10,80,1,8,9,7,10,11,11,3,4,1,0,0,5,10,78,1,1,1,230,58,0,0,0,10,40,5,50,10,0.5,1
"231",3,"95.0d1.20.4",426.234,0,"Rh2 9ny",1,4,3,2,3,5,1,0,600,10,80,1,8,9,7,10,11,11,3,4,1,0,0,5,10,78,1,1,1,231,58,0,0,0,50,40,1,5,10,0.5,1
"232",2,"95.0d1.20.4",426.234,0,"Rh2 9ny",1,4,3,2,3,5,1,0,600,10,80,1,8,9,7,10,11,11,3,4,1,0,0,5,10,78,1,1,1,232,58,0,0,0,10,10,0.5,50,40,1,1
"233",2,"975a.4.c7.0",425.685,1,"B26 2nr",2,5,5,1,5,5,2,4,500,8,60,1,9,11,11,11,11,11,3,3,0,0,1,3,8,80,1,1,1,233,59,0,0,0,50,10,1,5,40,5,1
