"","X","RID","DURATION","Gender","AgeBracket","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","block","design_offset","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP","b_Price.ID","b_Price.post.mean","b_Price.post.sd","b_Performance_10.ID","b_Performance_10.post.mean","b_Performance_10.post.sd","b_Performance_50.ID","b_Performance_50.post.mean","b_Performance_50.post.sd","b_Emissions_40.ID","b_Emissions_40.post.mean","b_Emissions_40.post.sd","b_Emissions_90.ID","b_Emissions_90.post.mean","b_Emissions_90.post.sd","Order"
"44",44,14,565.362,0,1,1,2,0,4,0,4,0,4,20,NA,2,2,4,11,3,7,4,6,6,6,3,3,0,0,1,4,250,10,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.083381608939051,0,-5,5,1.5625,54.2923103113135,44,-82.0658938758573,225.823704494196,44,1.38641431438735,0.50764519690674,44,0.526583301979575,0.0224990889775511,44,-0.673472964202811,0.368512163392039,44,-1.84542482812668,0.224049720896453,0
"45",45,42,490.525,0,1,1,2,2,3,2,5,0,1,1,NA,1,2,4,11,7,9,7,8,9,10,3,3,0,0,0,2,5000,10,42,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.000200020002667045,2,-1,5,0.5625,101.248874221758,45,-2.80202337587182,1.61447827806687,45,1.37921141746261,0.598146344273073,45,0.524764179934192,0.0192549770365735,45,-0.973471013860679,0.373353404916894,45,-1.85979476240676,0.191505401449947,0
"46",46,51,484.539,0,1,1,3,3,3,3,5,700,3,10,1,NA,1,0,3,1,9,8,6,6,6,3,3,0,0,1,5,2750,10,51,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00364299127850109,3,0,6,0.5625,116.027095574097,46,-1.94721610609625,1.05358823887748,46,1.78961341700177,0.58875612233623,46,0.521520735626153,0.0225504891102277,46,-0.630845242229174,0.389777553098306,46,-1.8865782675874,0.187508408630781,0
"47",47,34,519.851,0,1,1,3,3,2,2,4,400,8,60,1,NA,1,0,9,3,7,3,8,9,10,3,4,1,0,1,4,1750,10,34,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0348872590004405,3,2,4,0.0625,112.237200864589,47,-0.275724941410997,0.443191989076918,47,1.41927978934434,0.594358236179322,47,0.526622895651323,0.0214762557952278,47,-0.824746766840092,0.394426931728868,47,-1.88577248496478,0.194648148161282,0
"48",48,38,515.248,1,3,1,3,4,2,2,2,700,8,60,2,NA,1,0,11,9,11,9,10,11,11,3,3,1,1,0,4,2750,9,38,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0220597180647322,4,3,5,0.0625,131.060453928622,48,-0.0749213434968539,0.12084576250683,48,1.41070788366003,0.570219843415325,48,0.526833556456576,0.0223043430901432,48,-0.814513502092255,0.405649219869472,48,-1.88383974652766,0.19316280521859,0
"49",49,66,433.779,0,3,1,2,2,2,4,4,100,5,30,2,NA,2,4,2,10,8,4,4,4,5,3,3,1,0,0,2,1250,10,66,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0242926925690446,2,1,3,0.0625,99.0828306225952,49,-0.291174276779285,0.385327174432954,49,1.40483637095972,0.5491183995791,49,0.526663970443609,0.0213599068639231,49,-0.836006883878795,0.41775217038859,49,-1.88313588890884,0.197803300463883,0
"50",50,57,481.571,1,3,3,-1,2,2,1,0,300,3,10,1,NA,2,4,10,9,9,8,10,10,10,4,4,0,0,1,3,1750,9,57,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00573067470898498,2,1,3,0.0625,102.896970598622,50,-0.0563834248984246,0.0950157087524713,50,1.42587455390906,0.559184933428612,50,0.527291801485468,0.022696030009537,50,-0.793185621725118,0.428741955802799,50,-1.88154400898108,0.199178054025775,0
"51",51,33,535.074,0,1,1,3,1,2,0,2,0,4,20,NA,1,2,4,11,9,11,9,8,9,10,3,3,0,1,1,5,750,10,33,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0270286723879193,1,0,2,0.0625,83.9598523891095,51,-0.0606688710976487,0.104398743899871,51,1.43629121631194,0.556867811385611,51,0.526915366896905,0.0219563467211776,51,-0.797044699301832,0.39321391528085,51,-1.88854969204001,0.191979298914013,0
"52",52,63,454.239,1,1,1,3,3,2,1,4,300,9,70,1,NA,1,0,11,9,9,9,11,11,11,3,3,0,0,1,5,3500,10,63,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0202027073175195,3,2,4,0.0625,115.374678382639,52,-0.0648308007977516,0.107087061781266,52,1.42551105571428,0.583297871677379,52,0.52552627877434,0.0231631195865122,52,-0.795566129252932,0.397633375140665,52,-1.86799885747982,0.193283746115924,0
"53",53,60,487.742,0,1,1,1,1,3,1,3,0,7,50,NA,1,2,4,10,10,10,8,9,9,9,3,3,1,0,1,4,4500,9,60,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0111733005981252,1,-2,4,0.5625,84.4070439715177,53,-0.0586525174020591,0.103461816135924,53,1.41615540416586,0.583986119489773,53,0.527065954058063,0.0229104964247971,53,-0.830198515658528,0.394588683052063,53,-1.89563319483925,0.190486149751204,0
"54",54,74,404.504,0,3,4,5,2,1,3,4,1000,10,80,1,NA,1,0,11,9,11,11,11,11,11,5,5,0,1,1,5,1750,10,74,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0467921615067589,2,2,2,0,94.8686834007654,54,-0.228796994354838,0.369811988599851,54,1.41811701417796,0.563816584619631,54,0.5262398309932,0.0215351144452006,54,-0.828370161250053,0.397936213648401,54,-1.882041940858,0.196827508442264,0
"55",55,19,609.542,1,2,1,0,1,2,1,1,0,1,1,NA,1,1,0,9,7,7,6,7,8,9,3,3,0,0,1,3,2500,10,19,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.000400080021339691,1,0,2,0.0625,89.1194007332732,55,-0.409115047136487,0.504696860143532,55,1.49282252012426,0.569345031955044,55,0.527555368124959,0.0217191150445401,55,-0.711051234439458,0.406445755292347,55,-1.88773886573372,0.187760927881185,0
"56",56,64,496.226,0,4,1,3,4,2,4,4,200,4,20,1,NA,1,0,10,8,10,9,11,11,11,4,4,1,1,0,3,3500,9,64,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00573067470898498,4,3,5,0.0625,134.697814748138,56,-0.0643120033788578,0.107530443448805,56,1.42641835977134,0.578614367941492,56,0.527966686868109,0.02200323223746,56,-0.818276153132251,0.399086086979135,56,-1.89544544972631,0.191807870510064,0
"57",57,73,442.138,1,2,1,0,1,2,1,2,200,1,1,1,NA,1,0,8,6,7,7,9,9,10,3,3,1,0,1,4,2750,5,73,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.000363702495371245,1,0,2,0.0625,89.1265342570165,57,-0.0555162839317268,0.0995520964155949,57,1.41906005443695,0.554948484317495,57,0.526066398904705,0.0219888852686741,57,-0.762431098299661,0.398952579459928,57,-1.88883322164824,0.191648758973472,0
"58",58,79,386.854,1,5,1,3,3,2,1,4,300,3,10,1,NA,1,0,9,8,8,7,8,9,9,4,4,0,0,1,5,750,9,79,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0134230203321407,3,2,4,0.0625,116.831891207874,58,-0.657390735202609,0.75651912070122,58,1.45228269307302,0.56772792751472,58,0.525669823501862,0.0225100541612109,58,-0.890605752746257,0.417245498641861,58,-1.88987211280558,0.192427609103641,0
"59",59,71,472.912,1,2,1,3,4,2,1,1,400,7,50,1,NA,1,0,10,9,11,9,7,8,9,5,3,1,1,1,3,4500,6,71,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0111733005981252,4,3,5,0.0625,133.482849511109,59,-0.603358298088576,0.646756363550237,59,1.46948818915145,0.577839279109122,59,0.526687105226911,0.0206293432660125,59,-0.697739338848963,0.4160865948033,59,-1.9068403426195,0.205889445883043,0
"60",60,16,691.101,1,1,1,2,3,2,2,2,400,10,80,1,NA,1,0,11,9,8,7,9,10,10,4,3,0,1,1,5,3500,8,16,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0231224174208543,3,2,4,0.0625,114.74878759614,60,-0.0581065373974463,0.0968140750691973,60,1.44491024749085,0.565517279654283,60,0.525365980229965,0.0222403264301642,60,-0.785095527476121,0.402592180642392,60,-1.88412688157377,0.19603219235869,0
"61",61,81,393.974,0,2,3,3,4,2,3,3,1000,1,1,1,NA,1,0,9,9,9,10,11,10,11,5,4,1,1,0,5,5000,9,81,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.000200020002667045,4,3,5,0.0625,135.935015329681,61,-0.210343479171828,0.342575279999514,61,1.36969063504547,0.591753899271317,61,0.526116105178825,0.0230340981303782,61,-0.775486495443534,0.403655829329424,61,-1.88501139625095,0.186164988959742,0
"62",62,44,624.204,0,1,1,4,3,2,2,1,500,8,60,1,NA,1,0,11,9,11,8,8,9,9,4,4,1,0,1,5,4500,10,44,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0134230203321407,3,2,4,0.0625,116.831891207874,62,-0.0678505974564055,0.114542524304881,62,1.37254454367219,0.551770626207882,62,0.527002006831137,0.022792000364797,62,-0.836086603046392,0.410757505066984,62,-1.8720823257701,0.196195392894783,0
"63",63,89,333.117,1,2,1,3,1,2,2,2,400,10,80,2,NA,2,4,9,7,8,6,9,9,9,3,3,1,0,1,3,750,10,89,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.112795494145344,1,0,2,0.0625,68.2604010185587,63,-0.254780011009114,0.354715703394789,63,1.42397391754912,0.596014764816662,63,0.526986721124655,0.0228616992857974,63,-0.829544268179831,0.413150408429558,63,-1.87511383717578,0.193863104755945,0
"64",64,84,410.526,1,1,2,1,3,2,-1,3,0,3,10,NA,1,2,4,11,11,8,8,9,10,10,4,3,0,1,1,4,2500,8,84,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00400802139753882,3,2,4,0.0625,118.864309591501,64,-0.0590065263067617,0.100526323347769,64,1.41915796197162,0.598712317510609,64,0.527267556417087,0.0217224330326763,64,-0.80126880301075,0.417007033418914,64,-1.89119371807767,0.190682365304416,0
"65",65,88,377.423,0,1,3,2,2,2,2,2,0,2,5,NA,2,1,0,9,9,9,9,9,9,9,4,4,0,0,1,4,2500,9,88,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.00200200267067308,2,1,3,0.0625,103.669154673838,65,-4.43939395176759,2.26639415792517,65,1.61523541695746,0.474130160573345,65,0.526079260895264,0.0209885408527698,65,-0.64632071789666,0.371528099841472,65,-1.96814263182981,0.200311877705885,0
"66",66,82,430.374,1,1,1,3,3,3,2,4,0,7,50,NA,1,1,0,10,8,9,8,10,10,10,4,3,0,0,1,4,2500,10,82,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0202027073175195,3,0,6,0.5625,112.484790204038,66,-0.626666294544046,0.730710008138825,66,1.44291405159187,0.573271211038586,66,0.525784770205969,0.0214223303924632,66,-0.717253238842881,0.390895391316813,66,-1.89887103374949,0.187066733995281,0
"67",67,97,281.07,1,2,1,3,3,2,3,3,0,5,30,NA,1,2,4,10,10,10,10,10,10,10,4,3,1,1,1,4,250,9,97,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.127833371509885,3,2,4,0.0625,93.0535287679004,67,-0.0868053486816216,0.137696990270412,67,1.41564397178356,0.582861928431502,67,0.525887896905741,0.021672368447976,67,-0.802329154083099,0.405090159487486,67,-1.87884990135967,0.192953674637445,0
"68",68,94,297.198,1,3,1,1,1,3,1,1,500,4,20,2,NA,2,4,11,8,9,8,10,11,11,5,3,0,0,0,5,5000,7,94,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.00400802139753882,1,-2,4,0.5625,85.7859953756507,68,-0.155639487529264,0.251633046715486,68,1.43015564525652,0.56314268134231,68,0.526196211753538,0.0230392387547303,68,-0.810820816324846,0.406925599611678,68,-1.87838633121604,0.192452422123865,0
"69",69,39,692.446,0,1,1,2,2,2,-2,5,400,1,1,1,NA,2,4,11,6,9,8,5,7,9,4,4,0,0,0,5,5000,10,39,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.000200020002667045,2,1,3,0.0625,104.043037871786,69,-0.0611356136679926,0.101187637782242,69,1.38974469401124,0.562948537424432,69,0.525508444934613,0.022105981127982,69,-0.799143179530675,0.435110045888384,69,-1.87622604456711,0.189350096207479,0
"70",70,83,431.841,1,2,1,1,1,3,0,3,600,2,5,1,NA,2,4,10,9,8,7,7,8,8,3,3,0,1,0,5,2750,7,83,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00181983671698598,1,-2,4,0.5625,86.2089460153114,70,-0.0585249300939547,0.096588741382519,70,1.41907252697258,0.574211023804151,70,0.528671165997188,0.0232109069411904,70,-0.784388583045215,0.408405666694808,70,-1.87987352372342,0.193183989980121,0
"71",71,98,275.062,1,2,1,4,4,1,4,4,1000,1,1,1,NA,2,4,7,7,10,9,9,10,10,3,3,0,1,0,4,5000,10,98,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.000200020002667045,4,4,4,0,136.313612170749,71,-0.226117243750501,0.315109446162404,71,1.45534890734253,0.59678478260007,71,0.525810848580905,0.0225423185309852,71,-0.786415527310738,0.401462561984387,71,-1.89039399515371,0.196966290969597,0
"72",72,30,734.629,0,1,1,2,4,2,4,5,500,6,40,1,NA,2,4,11,5,11,8,11,11,11,4,4,0,0,1,5,3500,10,30,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0114943794257351,4,3,5,0.0625,133.411254633216,72,-0.0610347434843305,0.106661337751294,72,1.40995746909935,0.591394768488587,72,0.525521508600576,0.0216968229992094,72,-0.783352630454575,0.41454291524291,72,-1.88475623661829,0.195447307208156,0
"73",73,90,364.187,0,1,5,0,0,4,-1,-1,0,3,10,NA,2,1,0,2,2,6,1,6,6,6,3,3,0,0,0,3,1750,4,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.00573067470898498,0,-5,5,1.5625,67.018079770369,73,-78.0050488503282,196.50367216997,73,1.53720232610881,0.560116709821485,73,0.527080163788554,0.0234082048740837,73,-0.672351115590417,0.386904569519011,73,-1.8590981666783,0.179834062373634,0
"74",74,53,701.011,0,1,3,3,4,2,4,3,500,4,20,1,NA,1,0,10,9,11,11,10,10,9,4,3,1,0,1,4,2250,10,53,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00892863074430132,4,3,5,0.0625,133.98362110584,74,-0.21067674435094,0.339654650429585,74,1.3960539214619,0.589284392544884,74,0.526310483449215,0.0213042519886733,74,-0.757533173326121,0.410146624695335,74,-1.88178371840122,0.195954784517109,0
"75",75,76,562.499,1,5,1,2,3,2,3,3,200,9,70,2,NA,1,0,6,6,6,6,6,8,8,3,3,1,0,0,3,2250,7,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0316053394153311,3,2,4,0.0625,112.936133655071,75,-58.9919295860271,132.72529414872,75,1.46645124628178,0.576966524248885,75,0.525677466142571,0.0220636642668798,75,-0.733709344936407,0.345027218530124,75,-1.89088354732096,0.202231503610144,0
"76",76,70,613.167,0,1,1,3,4,3,2,5,500,5,30,2,NA,1,0,11,7,11,8,8,9,10,3,4,1,0,0,5,4500,10,70,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.00668898815079665,4,1,7,0.5625,131.471244048673,76,-0.224229483811857,0.400198754645152,76,1.37627541744902,0.578163136675548,76,0.526853162388989,0.0213909015083559,76,-0.8254498337409,0.409460508041818,76,-1.88085462624343,0.20451335301245,0
"77",77,72,602.145,1,6,1,-1,-2,3,0,2,200,9,70,2,NA,2,4,7,6,8,7,9,9,9,3,4,0,0,1,5,1250,10,72,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0576291128366364,-2,-5,1,0.5625,40.7691025751475,77,-0.0658437658522209,0.104451508874877,77,1.40538232196298,0.570890362744737,77,0.527628860538958,0.0232522567558791,77,-0.805966703969859,0.407133427322623,77,-1.88039201917358,0.191654747513066,0
"78",78,91,408.225,1,1,1,2,1,4,1,1,300,10,80,1,NA,1,0,9,9,8,7,5,5,5,3,3,1,0,1,5,3500,4,91,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0231224174208543,1,-4,6,1.5625,77.0705999861313,78,-0.864769683735458,0.798047493774902,78,1.42527389086496,0.535385998156509,78,0.524811159763528,0.0228158867105968,78,-0.635766174202562,0.448971316277864,78,-1.86479726439946,0.193672350523731,0
"79",79,103,310.59,0,1,3,2,3,2,3,3,0,10,80,NA,1,2,4,11,10,9,8,9,10,11,4,3,1,0,1,5,2500,9,103,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0325231917055601,3,2,4,0.0625,112.740529758436,79,-0.255065297959652,0.363741103459982,79,1.43717905729403,0.528107471713325,79,0.526578348565656,0.0229861514991701,79,-0.807304464657175,0.416617784749457,79,-1.88646928168688,0.192145723149769,0
"80",80,96,367.668,1,2,1,2,3,3,0,3,0,9,70,NA,1,1,0,9,7,8,6,7,9,7,3,3,1,0,1,3,3500,10,96,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0202027073175195,3,0,6,0.5625,112.484790204038,80,-0.0668351165925443,0.116624601723896,80,1.41557770438811,0.57154826411836,80,0.526046350300523,0.023144381084367,80,-0.792415321819195,0.401730499605329,80,-1.8834969773116,0.203647768890499,0
"81",81,58,737.999,0,1,1,4,4,2,0,5,0,10,80,NA,2,2,4,10,3,9,9,9,9,10,3,3,0,0,0,2,2250,10,58,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0362030486639606,4,3,5,0.0625,127.929504798866,81,-0.0535402112982902,0.089079918868418,81,1.40884432590771,0.57442278151526,81,0.52680911851409,0.0216808473894761,81,-0.796671588972258,0.40678700538487,81,-1.88101933176014,0.198213441518473,0
"82",82,114,325.05,1,2,1,3,2,1,2,3,300,6,40,1,NA,2,4,11,6,8,8,11,9,11,3,3,1,0,0,4,1750,10,114,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0231224174208543,2,2,2,0,99.6672837329716,82,-0.0585548278199529,0.100819716220782,82,1.4228349166603,0.556375355148155,82,0.524532383694085,0.0219995649675031,82,-0.793188530541206,0.384050965042695,82,-1.88102453540892,0.204041349939298,0
"83",83,132,220.609,1,3,1,3,2,2,2,1,500,6,40,1,NA,1,0,7,5,9,8,10,9,9,3,3,0,1,0,5,3500,9,132,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0114943794257351,2,1,3,0.0625,101.70725324617,83,-2.06158393476896,1.14786514814988,83,1.80371459807875,0.546809734647138,83,0.52515730793948,0.0228493927867393,83,-0.926484198662144,0.381436854437634,83,-1.84711040190333,0.192638733806457,0
"84",84,126,258.944,1,2,1,3,4,2,4,5,900,10,80,1,NA,2,4,10,11,11,10,11,11,11,4,4,1,1,1,5,2250,9,126,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0362030486639606,4,3,5,0.0625,127.929504798866,84,-0.0720825311906797,0.124744030221648,84,1.41430793322149,0.58424591045063,84,0.525983426591187,0.0215276098864815,84,-0.81526582041329,0.407650795576534,84,-1.87731751897894,0.185294370885533,0
"85",85,102,394.844,1,1,1,2,0,2,0,0,300,10,80,2,NA,2,4,10,7,10,6,7,9,10,4,5,0,0,1,4,1750,9,102,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0467921615067589,0,-1,1,0.0625,66.9321546197561,85,-0.90115470283873,0.73918040470569,85,1.41991370785909,0.558510646248153,85,0.526641450425033,0.0237341032766727,85,-0.793648854297127,0.374910460851275,85,-1.85285224422281,0.199746401659957,0
"86",86,87,576.661,1,2,1,0,0,2,4,3,800,5,30,1,NA,1,0,11,8,10,8,8,9,9,5,3,1,0,1,5,2750,10,87,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0109690313705739,0,-1,1,0.0625,73.2520636687876,86,-0.0630620665584522,0.10625097368256,86,1.46207548294154,0.566176020400806,86,0.525666140338016,0.0222554840771677,86,-0.802519641988529,0.410577394324616,86,-1.867461509255,0.19716134142013,0
"87",87,120,302.438,1,2,1,1,2,2,1,2,400,6,40,1,NA,1,0,5,1,3,5,4,9,10,1,1,1,0,1,3,1250,10,120,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0325231917055601,2,1,3,0.0625,97.4080493634708,87,-0.241251658987891,0.394527114788186,87,1.38797136801809,0.592342519603927,87,0.527059805947475,0.0220306279650424,87,-0.820344933553787,0.421619693120811,87,-1.87392798511495,0.196643904337804,0
"88",88,133,247.383,1,2,1,5,5,2,5,5,0,3,10,NA,1,1,0,11,11,11,11,11,11,11,3,3,0,1,1,5,3500,10,133,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00286123228103223,5,4,6,0.0625,152.024965996455,88,-0.203229061168112,0.342312086485474,88,1.42781509170832,0.579793635244835,88,0.526771711142327,0.0220105734357545,88,-0.808805715292624,0.406131116002608,88,-1.87735078307201,0.190395507546517,0
"89",89,123,317.594,1,3,1,2,3,2,0,3,400,1,1,1,NA,2,4,11,8,11,10,11,11,11,3,3,1,0,1,3,3500,10,123,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.000285755109817069,3,2,4,0.0625,119.670586887584,89,-0.240665530655251,0.346729988963968,89,1.4198150084368,0.55772954943796,89,0.525964706443755,0.0218707159230234,89,-0.826640206728079,0.419540367368135,89,-1.87590081506996,0.197281537809707,0
