"","X","RID","VERSION","IP","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","CVProtests","CVProtestTexts","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","ConsequentialityText","Education","Income","Understanding","FreeText","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Order","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP"
"225",231,261,8,"9.f4e.fe4.5",407.958,0,3,"LE2 5HS",1,4,5,2,5,5,2,4,300,7,50,2,NA,1,NA,11,10,11,10,11,11,11,3,3,0,1,0,"We live in a world where the Prime Minister got caught with his pants down so prematurely opened up and ended pandemic procedures while hundreds were dying per week, just to look like a hero. He and his ilk will always chase personal profit over the needs of the country or the future of the world.",5,750,10,"I had no suggestions until I got to this box which has to be answered or you can't complete this. So removing questions that might have no answer or at least letting people skip them is my answer.",261,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0689928714869514,5,1,1,0.0625,119.161083930251
"226",232,266,8,"93.4ab.5d.d",404.218,0,4,"WD4 8EF",1,4,0,2,0,0,1,0,200,3,10,2,NA,2,NA,7,7,9,7,9,9,9,3,3,0,0,1,NA,3,1750,8,"none",266,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00573067470898498,0,1,1,0.0625,88.0976782836885
"227",233,157,7,"935.ae.b9.0",892.983,0,2,"Pa8 6ja",1,3,3,2,3,3,2,4,300,8,60,1,NA,NA,NA,9,7,9,7,9,9,9,3,3,0,0,0,"Unknown",4,4500,10,"None",157,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0134230203321407,3,1,1,0.0625,112.189359875286
"228",234,303,8,"90c9.f4.e.1",298.499,1,1,"ox11aa",1,5,4,2,2,5,2,4,0,7,50,NA,1,NA,NA,11,11,11,11,11,11,11,3,3,1,0,1,NA,4,2500,9,"N/A",303,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0202027073175195,4,1,1,0.0625,119.763232040418
"229",235,215,7,"974.913.3.d",751.872,0,4,"hg2 7hf",3,2,3,4,1,2,2,4,800,2,5,1,NA,NA,NA,8,1,9,1,7,6,6,3,3,0,0,0,"Too costly to make the chnages",5,3500,9,"None",215,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00142959280959443,3,5,5,1.5625,116.541344993196
"230",236,296,8,"acd.4.6b8.6",344.632,1,4,"HD9 7LW",1,3,5,2,5,5,1,0,800,6,40,1,NA,NA,NA,11,10,11,10,11,11,11,3,4,1,0,1,NA,5,4500,10,"none",296,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00892863074430132,5,1,1,0.0625,131.057984292682
"231",237,272,8,"93.4a0.ca.c",416.387,1,1,"ch41 7bh",1,-2,3,2,1,2,1,0,600,10,80,2,NA,1,NA,9,7,9,7,8,9,9,3,3,0,1,1,NA,5,1750,10,"n/a",272,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0467921615067589,3,1,1,0.0625,105.80669497613
"232",238,320,8,"97f.da.89.5",257.841,0,3,"BT1 1AB",1,0,0,4,0,5,1,0,0,1,1,NA,2,2,NA,11,4,6,2,6,6,6,3,3,0,1,0,"hahaha",5,5000,10,"no comments",320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.000200020002667045,0,5,5,1.5625,90.9673765080491
"233",239,291,8,"94b.5d.d9.d",362.475,0,1,"Bt341tp",1,3,0,3,-4,0,2,4,1000,7,50,1,NA,NA,NA,10,6,8,9,7,7,11,3,3,1,0,0,"No as people could protest and they won’t care",4,2750,8,"N/a",291,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0183491386681965,0,3,3,0.5625,86.4741613279877
"234",240,269,8,"93.4.cddd.5",430.809,0,2,"LE12 7HA",1,3,3,2,-1,4,2,4,700,2,5,1,NA,NA,NA,10,8,10,9,7,9,10,4,3,1,0,1,NA,5,4500,8,"Remove this question",269,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00111172885269043,3,1,1,0.0625,114.570144050842
"235",241,241,8,"5.6a.f7a9.5",674.785,0,4,"G522LS",1,4,4,3,3,3,1,0,0,3,10,NA,1,NA,NA,11,11,11,11,11,11,11,3,3,0,1,1,NA,2,750,10,"I can't think of any ways to improve the survey, it was one of the easiest/clearer surveys I have taken part in.",241,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0134230203321407,4,3,3,0.5625,121.780634702757
"236",242,248,8,"029.f1.ce.1",521.696,1,5,"DL3 9AQ",1,4,4,2,3,3,1,0,500,9,70,1,NA,NA,NA,11,10,11,10,11,11,10,4,4,0,1,0,"The current government are not bothered how anyone feels unless they have power/wealth unfortunately",5,3500,10,"Not sure really !",248,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0202027073175195,4,1,1,0.0625,119.763232040418
"237",243,253,8,"7d95.29.b.d",513.077,1,3,"G3 3LG",1,5,5,1,5,5,2,4,300,3,10,1,NA,NA,NA,10,10,11,10,11,11,11,4,4,0,1,1,NA,5,1750,10,"It's ok",253,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00573067470898498,5,0,0,0,131.610935227744
"238",244,297,8,"9d.a4e.28.7",361.733,1,3,"KT8 2HY",1,1,2,2,2,3,2,4,300,9,70,2,NA,1,NA,9,8,9,8,8,9,9,4,3,1,0,1,NA,5,4500,8,"use clearer shorter instructions",297,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0156778127192298,2,1,1,0.0625,103.048022254209
"239",245,270,8,"de.781.98.d",457.078,0,2,"Wn3 6at",1,3,4,2,0,4,1,0,0,8,60,NA,1,NA,NA,10,7,10,7,10,10,10,3,3,0,1,0,"I don't know the scope of the survey but doubt it would be taken seriously when it comes to developing policies",4,2250,10,"No feedback",270,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0270286723879193,4,1,1,0.0625,118.426440271276
"240",246,273,8,"9166.d.ba.c",444.963,1,3,"DD8 1RY",1,1,1,2,1,1,1,0,0,8,60,NA,2,1,NA,9,6,10,6,9,10,11,4,3,0,1,1,NA,5,1750,10,"Very clear and straight forward to answer",273,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0348872590004405,1,1,1,0.0625,91.0703323957395
"241",247,295,8,"8c.2a5.18.4",391.054,0,3,"KT13RX",1,2,1,3,1,4,1,0,500,3,10,1,NA,NA,NA,10,5,10,7,10,9,7,3,3,1,1,0,"Many other considerations until policies are changed",5,5000,10,"I thought the survey was great",295,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00200200267067308,1,3,3,0.5625,97.7198380880462
"242",248,229,8,"9bb.40.cb.1",782.094,1,3,"ME9 8WP",1,1,1,2,1,5,1,0,400,9,70,2,NA,1,NA,8,6,7,6,8,9,10,3,3,1,0,0,"too small a sample of population",5,5000,10,"none",229,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0140989243795016,1,1,1,0.0625,94.851196562327
"243",249,310,8,"7d.559.56.9",359.507,2,1,"M145NH",1,3,4,2,2,5,1,0,200,2,5,1,NA,NA,NA,11,9,11,11,11,11,11,5,4,0,1,0,"A corrupt, self serving government won't help",5,250,10,"N/A",310,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0202027073175195,4,1,1,0.0625,119.763232040418
"244",250,274,8,"4.894.430.f",479.359,1,3,"BS8 1JA",3,4,5,1,4,4,2,4,200,5,30,1,NA,NA,NA,11,10,10,10,11,11,11,5,5,1,1,1,NA,5,1250,8,"It is better to present the current data of environmental impact of the microplastics.",274,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0242926925690446,5,0,0,0,127.904299007843
"245",251,282,8,"9.b9.8cb9.c",482.865,1,1,"NR27 0BU",1,3,4,3,3,5,1,0,500,6,40,1,NA,NA,NA,11,9,6,6,8,9,10,3,3,0,1,1,NA,2,1750,10,"It's fine the way it is, easy to understand",282,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0231224174208543,4,3,3,0.5625,119.874446711871
"246",252,250,8,"56a.ce.c6.7",604.594,1,1,"CV2 2AT",4,4,3,2,3,3,2,4,400,1,1,1,NA,NA,NA,10,10,10,9,9,10,9,5,5,0,1,1,NA,5,2250,10,"None",250,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000444543239150158,3,1,1,0.0625,114.699544281204
"247",253,202,7,"9160.2.68.e",917.851,1,1,"So45 6aj",1,1,2,2,0,0,1,0,300,10,80,1,NA,NA,NA,10,9,8,7,7,8,8,4,3,1,1,1,NA,4,1750,8,"None",202,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0467921615067589,2,1,1,0.0625,97.2467983860549
"248",254,331,8,"c3.2d7.15.7",233.363,0,2,"cv34gt",1,1,3,2,1,2,2,4,900,8,60,2,NA,1,NA,9,7,7,6,9,8,9,3,3,1,0,1,NA,5,1750,7,"none",331,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0348872590004405,3,1,1,0.0625,108.071549365892
"249",255,330,8,"8c.2a5.d7.c",252.334,0,3,"B700LH",1,2,1,4,0,0,1,0,100,7,50,2,NA,1,NA,1,1,1,1,1,1,1,3,3,0,0,0,"THEY WILL PUT PROFIT BEFORE THIS SURVEY.",1,1250,10,"offer more rewards.",330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0408219945202552,1,5,5,1.5625,91.8888112625209
"250",256,252,8,"9b.8.4114.b",615.774,1,4,"CH5 4YH",1,4,4,2,3,4,1,0,600,5,30,2,NA,1,NA,1,2,2,2,2,2,2,5,4,0,0,1,NA,3,250,8,"Survey was to the point",252,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.127833371509885,4,1,1,0.0625,99.172809443736
"251",257,325,8,"90.ce4.bc.e",320.733,0,5,"Ll207RH",1,2,2,3,2,2,1,0,600,5,30,1,NA,NA,NA,11,11,11,11,11,11,11,3,3,0,0,1,NA,5,3500,10,"No comment",325,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00860837453660016,2,3,3,0.5625,105.039950077572
"252",258,327,8,"93ce.e.dd.b",290.481,1,1,"BT23 4JD",1,-2,0,3,1,3,2,4,0,2,5,NA,1,NA,NA,11,7,11,7,9,10,11,3,3,0,1,1,NA,3,750,9,"None",327,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00668898815079665,0,3,3,0.5625,88.5491888804329
"253",259,301,8,"4878.92.5.b",456.647,1,1,"AB24 3FX",2,2,4,1,4,4,2,4,400,9,70,1,NA,NA,NA,10,10,10,10,11,11,11,3,4,0,1,1,NA,5,4500,5,"N/A",301,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0156778127192298,4,0,0,0,120.565779319386
"254",260,221,8,"9.3.5ec14.9",877.39,1,1,"W10 6EP",1,1,2,3,1,1,1,0,200,4,20,1,NA,NA,NA,11,8,9,7,8,9,10,3,3,0,1,1,NA,4,1750,10,"N/a",221,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0114943794257351,2,3,3,0.5625,104.494221235733
"255",261,223,8,"9.f4.6f63.7",870.514,1,2,"YO11 2AT",1,3,2,2,2,5,2,4,300,4,20,1,NA,NA,NA,11,8,10,8,10,9,9,5,3,1,1,0,"I hope that it would but I highly doubt they will want to change anything unless they make more money from it. Everyone who has the power to make change just care about making money, making profits. Not making an actual positive change to the environment.",5,2250,10,"N/A",223,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00892863074430132,2,1,1,0.0625,104.320244088733
"256",262,258,8,"c40.f8c.b.3",617.868,1,2,"SS8 9RS",1,-2,3,2,2,2,2,4,400,5,30,1,NA,NA,NA,11,10,9,7,8,9,11,4,3,1,1,1,NA,5,5000,9,"I think it was easy to understand and follow. I think it would have been even better if it had definitions down the side to help reiterate the terms to aid with answering the questions.",258,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00601807232556302,3,1,1,0.0625,113.619746449745
"257",263,280,8,"9d6.28.f2.a",528.067,1,4,"WS10 9TE",4,5,5,2,4,4,1,0,1000,3,10,2,NA,3,NA,11,10,10,8,11,11,10,5,5,1,0,1,NA,5,2500,10,"No strong opinion",280,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00400802139753882,5,1,1,0.0625,132.043375789584
"258",264,180,7,"9.747.5bd.9",1023.353,1,2,"WD7 8AS",1,5,3,2,0,5,2,4,0,6,40,NA,1,NA,NA,11,9,11,10,11,11,11,4,3,1,1,1,NA,5,2250,10,"-",180,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0179377006866673,3,1,1,0.0625,111.319690213338
"259",265,323,8,"52de.d.30.8",380.069,0,1,"MK43 0LJ",1,3,1,3,0,0,1,0,300,4,20,1,NA,NA,NA,11,10,9,7,8,9,11,3,3,1,0,0,"Policy makers dont care as long as they continue to profit",5,3500,10,"Well done",323,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00573067470898498,1,3,3,0.5625,97.0308671159845
"260",266,289,8,"c.397.840.9",516.196,1,1,"Bs4 2uu",1,3,3,4,2,0,2,4,500,3,10,1,NA,NA,NA,8,7,7,6,7,8,8,4,3,1,0,1,NA,3,2750,10,"None required",289,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00364299127850109,3,5,5,1.5625,116.110425145353
"261",267,268,8,"9.d62.9e3.9",578.748,1,5,"CT9 4LG",1,3,3,3,1,3,2,4,400,8,60,1,NA,NA,NA,6,6,9,7,8,10,10,3,3,0,0,0,"They do what is best for the companies that pay them as priority",3,2750,10,"Remove the -/+ and grade 1-10.",268,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0220597180647322,3,3,3,0.5625,111.197467477057
"262",268,317,8,"acb.38.02.8",423.45,0,1,"L259SD",1,2,2,2,2,5,1,0,0,1,1,NA,1,NA,NA,11,9,9,9,10,10,10,3,3,1,0,1,NA,4,2500,10,"No improvements necessary",317,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000400080021339691,2,1,1,0.0625,105.934599760767
"263",269,305,8,"c4.0c07.4.d",492.598,0,2,"Hd2 2bq",1,4,4,2,3,5,2,4,400,6,40,1,NA,NA,NA,11,9,11,10,11,11,11,3,3,0,0,1,NA,5,1750,9,"Layout of the tables could be made clearer with bolder headings",305,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0231224174208543,4,1,1,0.0625,119.19098693229
"264",270,343,8,"9b.8ad.95.3",205.44,0,4,"NG10 4BL",1,1,2,3,2,2,1,0,600,1,1,2,NA,4,NA,8,6,7,6,8,8,9,3,3,0,0,0,"THEY'RE NOT REALLY INTERESTED",4,1750,7,"N/A",343,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.000571591898957653,2,3,3,0.5625,106.56412226806
"265",271,340,8,"934d.78.d.3",220.554,0,2,"NG72BZ",1,3,3,2,4,5,2,4,0,5,30,NA,1,NA,NA,10,8,10,7,9,10,10,3,3,0,1,0,"Not this survey in particular, but I think it'll help add to the bloat of evidence",5,750,9,"N/A",340,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0408219945202552,3,1,1,0.0625,106.94074160514
"266",272,307,8,"9.358.2f8.c",500.148,0,5,"DL3 8NJ",1,1,2,4,0,1,2,4,200,6,40,1,NA,NA,NA,10,8,9,7,10,10,11,3,3,0,1,1,NA,5,2250,8,"No comments on how to improve the survey",307,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0179377006866673,2,5,5,1.5625,104.59441282483
"267",273,319,8,"9d62.0b.3.b",455.97,1,2,"S2 2rg",1,2,2,2,2,2,1,0,400,10,80,2,NA,2,NA,9,9,8,7,8,9,10,4,4,1,1,0,"It would cost too much",5,2750,10,"No improvements needed. I would have thought longer about the options part if the performance wasn’t effected by 50%",319,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0295224392663217,2,1,1,0.0625,100.453480048256
"268",274,260,8,"97e.fa.28.c",666.628,0,4,"BA5 2ga",1,5,5,2,5,5,2,4,700,2,5,1,NA,NA,NA,10,9,10,10,11,11,11,3,3,0,1,0,"Probably not but I hope it will.",5,1750,10,"Nothing in particular.",260,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00286123228103223,5,1,1,0.0625,132.273243384283
"269",275,337,8,"97.5f4.72.c",266.216,0,1,"M14 5WH",1,2,2,3,-1,4,2,4,500,10,80,1,NA,NA,NA,9,8,9,6,9,10,11,3,3,1,0,1,NA,4,2250,8,"No comments",337,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0362030486639606,2,3,3,0.5625,99.8579063481809
"270",276,321,8,"90.29f.de.6",468.902,1,5,"SE13 6TH",1,4,3,3,3,3,1,0,300,10,80,1,NA,NA,NA,11,7,11,8,11,11,11,3,3,1,1,1,NA,5,250,10,"No further comments",321,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.385662480811985,3,3,3,0.5625,49.998372358988
"271",277,334,8,"97.5e.1aa.9",301.73,0,3,"St6 4ju",1,1,2,2,2,4,1,0,200,2,5,1,NA,NA,NA,8,6,7,7,8,8,9,3,3,1,1,1,NA,4,2750,9,"None",334,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00181983671698598,2,1,1,0.0625,105.665343290536
"272",278,349,8,"97.ff5.2e.6",202.906,0,1,"YO23 5JB",1,3,4,2,5,5,1,0,400,6,40,1,NA,NA,NA,11,6,9,8,9,10,11,4,3,1,0,1,NA,4,4500,9,"Perfectly clear, however i would say the multiple choice section (A,B,C) Could of had more of a description explaining what the task at hand is.",349,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00892863074430132,4,1,1,0.0625,121.979071855849
"273",279,277,8,"934.0fc.5.0",643.788,1,5,"TS23 1NG",1,3,3,3,3,3,1,0,400,7,50,1,NA,NA,NA,9,5,9,9,9,10,10,3,3,0,0,1,NA,3,2250,9,"I had to look up water rates charge. Did not know offhand as Husband deals with it",277,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0224728558520586,3,3,3,0.5625,111.118000836488
"274",280,314,8,"974.0e.06.5",532.024,1,2,"PE19 8GR",5,4,4,2,4,4,2,4,400,7,50,1,NA,NA,NA,11,11,11,11,11,11,11,5,5,1,1,0,"rising cost might cost the government votes which they wouldn't risk",4,2500,10,"no thoughts on this",314,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0202027073175195,4,1,1,0.0625,119.763232040418
"275",281,259,8,"97c1.c.aa.2",733.283,1,2,"W12 0uq",4,0,0,2,0,0,2,4,0,9,70,NA,1,NA,NA,10,10,9,9,9,9,9,3,3,1,0,1,NA,5,4500,8,"N/a",259,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0156778127192298,0,1,1,0.0625,86.329738310664
"276",282,315,8,"9f.8b.f7a.8",539.153,1,3,"GU22 8xl",1,1,2,4,1,3,1,0,0,1,1,NA,1,NA,NA,8,7,8,7,9,10,10,3,3,0,0,1,NA,5,2500,10,"I have no suggestions to improve the survey",315,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000400080021339691,2,5,5,1.5625,107.92457287663
"277",283,302,8,"9bbc.6.7b.2",591.062,0,1,"BT100EW",1,2,4,1,3,4,2,4,300,3,10,1,NA,NA,NA,11,8,8,7,9,11,11,3,3,1,0,0,"it needs the backing of corporation and profit",4,1750,8,"not sure to be honest",302,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00573067470898498,4,0,0,0,122.523413335196
"278",284,355,8,"42.a.d580.b",202.149,0,1,"le12 4sl",1,4,2,2,3,2,1,0,200,4,20,2,NA,4,NA,7,7,6,6,7,4,6,3,4,0,0,1,NA,4,2250,8,"no comment",355,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00892863074430132,2,1,1,0.0625,104.320244088733
"279",285,235,8,"14.8.7fd0.d",969.855,1,3,"N7 0SE",1,5,5,2,5,5,2,4,400,4,20,1,NA,NA,NA,11,8,11,8,11,11,11,4,4,1,0,1,NA,5,1750,10,"It was easy to understand the survey as  questionnaires were very clear",235,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0114943794257351,5,1,1,0.0625,130.544770063929
"280",286,322,8,"ac.d6.dcb.2",517.887,1,5,"G52 3HH",1,4,4,2,4,3,2,4,200,8,60,1,NA,NA,NA,10,10,10,10,11,10,10,3,3,1,0,1,NA,3,5000,10,"I found the survey easy and clear to answer from my perspective",322,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0120725812342692,4,1,1,0.0625,121.360175557277
